Profile Output Table - Standard Table 1
HEC-RAS  Plan: Plan 02  Locations: User Defined 
                                                                                     
# Rivers            = 1 
# Hydraulic Reaches = 1 
# River Stations    = 2 
# Plans             = 1 
# Profiles          = 731 

 River            Reach            River Sta        Profile            Q Total 
                                                                        (m3/s) 
                                                                                     
 1                1                159930.*         27JUN2011 1200    20687.13 
 1                1                159930.*         28JUN2011 0000    20326.96 
 1                1                159930.*         28JUN2011 1200    20007.65 
 1                1                159930.*         29JUN2011 0000    19713.11 
 1                1                159930.*         29JUN2011 1200    19439.53 
 1                1                159930.*         30JUN2011 0000    19247.99 
 1                1                159930.*         30JUN2011 1200    19165.40 
 1                1                159930.*         01JUL2011 0000    19124.27 
 1                1                159930.*         01JUL2011 1200    19082.44 
 1                1                159930.*         02JUL2011 0000    19043.48 
 1                1                159930.*         02JUL2011 1200    19003.05 
 1                1                159930.*         03JUL2011 0000    18955.02 
 1                1                159930.*         03JUL2011 1200    18899.61 
 1                1                159930.*         04JUL2011 0000    18841.41 
 1                1                159930.*         04JUL2011 1200    18787.33 
 1                1                159930.*         05JUL2011 0000    18741.34 
 1                1                159930.*         05JUL2011 1200    18702.04 
 1                1                159930.*         06JUL2011 0000    18715.14 
 1                1                159930.*         06JUL2011 1200    18805.79 
 1                1                159930.*         07JUL2011 0000    18918.84 
 1                1                159930.*         07JUL2011 1200    19013.94 
 1                1                159930.*         08JUL2011 0000    19090.49 
 1                1                159930.*         08JUL2011 1200    19153.52 
 1                1                159930.*         09JUL2011 0000    19204.54 
 1                1                159930.*         09JUL2011 1200    19249.96 
 1                1                159930.*         10JUL2011 0000    19295.03 
 1                1                159930.*         10JUL2011 1200    19340.80 
 1                1                159930.*         11JUL2011 0000    19378.42 
 1                1                159930.*         11JUL2011 1200    19393.96 
 1                1                159930.*         12JUL2011 0000    19391.20 
 1                1                159930.*         12JUL2011 1200    19387.07 
 1                1                159930.*         13JUL2011 0000    19381.78 
 1                1                159930.*         13JUL2011 1200    19367.96 
 1                1                159930.*         14JUL2011 0000    19338.24 
 1                1                159930.*         14JUL2011 1200    19289.78 
 1                1                159930.*         15JUL2011 0000    19222.64 
 1                1                159930.*         15JUL2011 1200    19143.04 
 1                1                159930.*         16JUL2011 0000    19058.91 
 1                1                159930.*         16JUL2011 1200    18971.31 
 1                1                159930.*         17JUL2011 0000    18878.46 
 1                1                159930.*         17JUL2011 1200    18775.04 
 1                1                159930.*         18JUL2011 0000    18657.31 
 1                1                159930.*         18JUL2011 1200    18530.19 
 1                1                159930.*         19JUL2011 0000    18406.34 
 1                1                159930.*         19JUL2011 1200    18287.04 
 1                1                159930.*         20JUL2011 0000    18157.21 
 1                1                159930.*         20JUL2011 1200    18018.30 
 1                1                159930.*         21JUL2011 0000    17860.95 
 1                1                159930.*         21JUL2011 1200    17668.45 
 1                1                159930.*         22JUL2011 0000    17465.33 
 1                1                159930.*         22JUL2011 1200    17269.30 
 1                1                159930.*         23JUL2011 0000    17064.29 
 1                1                159930.*         23JUL2011 1200    16847.73 
 1                1                159930.*         24JUL2011 0000    16617.40 
 1                1                159930.*         24JUL2011 1200    16367.45 
 1                1                159930.*         25JUL2011 0000    16096.30 
 1                1                159930.*         25JUL2011 1200    15804.41 
 1                1                159930.*         26JUL2011 0000    15513.25 
 1                1                159930.*         26JUL2011 1200    15241.37 
 1                1                159930.*         27JUL2011 0000    14997.94 
 1                1                159930.*         27JUL2011 1200    14779.02 
 1                1                159930.*         28JUL2011 0000    14572.11 
 1                1                159930.*         28JUL2011 1200    14387.65 
 1                1                159930.*         29JUL2011 0000    14251.09 
 1                1                159930.*         29JUL2011 1200    14172.66 
 1                1                159930.*         30JUL2011 0000    14098.57 
 1                1                159930.*         30JUL2011 1200    13979.03 
 1                1                159930.*         31JUL2011 0000    13821.82 
 1                1                159930.*         31JUL2011 1200    13641.87 
 1                1                159930.*         01AUG2011 0000    13450.19 
