Profile Output Table - Standard Table 1
HEC-RAS  Plan: Plan 02  Locations: User Defined 
                                                                                     
# Rivers            = 1 
# Hydraulic Reaches = 1 
# River Stations    = 2 
# Plans             = 1 
# Profiles          = 731 

 River            Reach            River Sta        Profile            Q Total 
                                                                        (m3/s) 
                                                                                     
 1                1                404330.*         13MAY2011 1200    40961.93 
 1                1                404330.*         14MAY2011 0000    41022.98 
 1                1                404330.*         14MAY2011 1200    40745.56 
 1                1                404330.*         15MAY2011 0000    40259.08 
 1                1                404330.*         15MAY2011 1200    39663.04 
 1                1                404330.*         16MAY2011 0000    38989.07 
 1                1                404330.*         16MAY2011 1200    38684.15 
 1                1                404330.*         17MAY2011 0000    38633.01 
 1                1                404330.*         17MAY2011 1200    38668.21 
 1                1                404330.*         18MAY2011 0000    38751.07 
 1                1                404330.*         18MAY2011 1200    39215.61 
 1                1                404330.*         19MAY2011 0000    39968.95 
 1                1                404330.*         19MAY2011 1200    40381.92 
 1                1                404330.*         20MAY2011 0000    40507.90 
 1                1                404330.*         20MAY2011 1200    40584.95 
 1                1                404330.*         21MAY2011 0000    40649.80 
 1                1                404330.*         21MAY2011 1200    40658.94 
 1                1                404330.*         22MAY2011 0000    40623.57 
 1                1                404330.*         22MAY2011 1200    40497.34 
 1                1                404330.*         23MAY2011 0000    40304.27 
 1                1                404330.*         23MAY2011 1200    40185.82 
 1                1                404330.*         24MAY2011 0000    40122.79 
 1                1                404330.*         24MAY2011 1200    40098.24 
 1                1                404330.*         25MAY2011 0000    40098.98 
 1                1                404330.*         25MAY2011 1200    40117.36 
 1                1                404330.*         26MAY2011 0000    40143.52 
 1                1                404330.*         26MAY2011 1200    40159.66 
 1                1                404330.*         27MAY2011 0000    40179.20 
 1                1                404330.*         27MAY2011 1200    40198.25 
 1                1                404330.*         28MAY2011 0000    40217.65 
 1                1                404330.*         28MAY2011 1200    40041.35 
 1                1                404330.*         29MAY2011 0000    39705.37 
 1                1                404330.*         29MAY2011 1200    39470.51 
 1                1                404330.*         30MAY2011 0000    39330.40 
 1                1                404330.*         30MAY2011 1200    39199.13 
 1                1                404330.*         31MAY2011 0000    39070.51 
 1                1                404330.*         31MAY2011 1200    38973.98 
 1                1                404330.*         01JUN2011 0000    38894.72 
 1                1                404330.*         01JUN2011 1200    38815.68 
 1                1                404330.*         02JUN2011 0000    38737.19 
 1                1                404330.*         02JUN2011 1200    38660.20 
 1                1                404330.*         03JUN2011 0000    38584.05 
 1                1                404330.*         03JUN2011 1200    38415.54 
 1                1                404330.*         04JUN2011 0000    38177.28 
 1                1                404330.*         04JUN2011 1200    37971.08 
 1                1                404330.*         05JUN2011 0000    37794.80 
 1                1                404330.*         05JUN2011 1200    37519.09 
 1                1                404330.*         06JUN2011 0000    37157.62 
 1                1                404330.*         06JUN2011 1200    36827.76 
 1                1                404330.*         07JUN2011 0000    36529.84 
 1                1                404330.*         07JUN2011 1200    36189.66 
 1                1                404330.*         08JUN2011 0000    35819.17 
 1                1                404330.*         08JUN2011 1200    35510.23 
 1                1                404330.*         09JUN2011 0000    35251.45 
 1                1                404330.*         09JUN2011 1200    34953.41 
 1                1                404330.*         10JUN2011 0000    34624.62 
 1                1                404330.*         10JUN2011 1200    34286.27 
 1                1                404330.*         11JUN2011 0000    33941.31 
 1                1                404330.*         11JUN2011 1200    33478.50 
 1                1                404330.*         12JUN2011 0000    32925.30 
 1                1                404330.*         12JUN2011 1200    32311.47 
 1                1                404330.*         13JUN2011 0000    31657.19 
 1                1                404330.*         13JUN2011 1200    31150.60 
 1                1                404330.*         14JUN2011 0000    30758.75 
 1                1                404330.*         14JUN2011 1200    30360.84 
 1                1                404330.*         15JUN2011 0000    29949.48 
 1                1                404330.*         15JUN2011 1200    29669.26 
 1                1                404330.*         16JUN2011 0000    29497.46 
 1                1                404330.*         16JUN2011 1200    29068.52 
 1                1                404330.*         17JUN2011 0000    28424.14 
 1                1                404330.*         17JUN2011 1200    27894.89 
 1                1                404330.*         18JUN2011 0000    27472.04 
 1                1                404330.*         18JUN2011 1200    27065.39 
 1                1                404330.*         19JUN2011 0000    26670.13 
 1                1                404330.*         19JUN2011 1200    26270.59 
 1                1                404330.*         20JUN2011 0000    25866.97 
 1                1                404330.*         20JUN2011 1200    25480.58 
 1                1                404330.*         21JUN2011 0000    25107.87 
 1                1                404330.*         21JUN2011 1200    24610.27 
 1                1                404330.*         22JUN2011 0000    24007.82 
 1                1                404330.*         22JUN2011 1200    23462.42 
 1                1                404330.*         23JUN2011 0000    22974.02 
 1                1                404330.*         23JUN2011 1200    22523.31 
 1                1                404330.*         24JUN2011 0000    22099.07 
 1                1                404330.*         24JUN2011 1200    21693.19 
 1                1                404330.*         25JUN2011 0000    21300.96 
 1                1                404330.*         25JUN2011 1200    20909.16 
 1                1                404330.*         26JUN2011 0000    20516.30 
 1                1                404330.*         26JUN2011 1200    20113.71 
 1                1                404330.*         27JUN2011 0000    19702.65 
 1                1                404330.*         27JUN2011 1200    19390.61 
 1                1                404330.*         28JUN2011 0000    19170.77 
 1                1                404330.*         28JUN2011 1200    18947.95 
 1                1                404330.*         29JUN2011 0000    18710.59 
 1                1                404330.*         29JUN2011 1200    18691.54 
 1                1                404330.*         30JUN2011 0000    18885.59 
 1                1                404330.*         30JUN2011 1200    18975.83 
 1                1                404330.*         01JUL2011 0000    18932.50 
 1                1                404330.*         01JUL2011 1200    18888.82 
 1                1                404330.*         02JUL2011 0000    18862.24 
 1                1                404330.*         02JUL2011 1200    18816.04 
 1                1                404330.*         03JUL2011 0000    18747.79 
 1                1                404330.*         03JUL2011 1200    18684.69 
 1                1                404330.*         04JUL2011 0000    18630.45 
 1                1                404330.*         04JUL2011 1200    18593.14 
 1                1                404330.*         05JUL2011 0000    18572.43 
 1                1                404330.*         05JUL2011 1200    18714.02 
 1                1                404330.*         06JUL2011 0000    19014.64 
 1                1                404330.*         06JUL2011 1200    19212.86 
 1                1                404330.*         07JUL2011 0000    19283.92 
 1                1                404330.*         07JUL2011 1200    19326.44 
 1                1                404330.*         08JUL2011 0000    19357.91 
 1                1                404330.*         08JUL2011 1200    19379.35 
 1                1                404330.*         09JUL2011 0000    19393.77 
 1                1                404330.*         09JUL2011 1200    19419.22 
 1                1                404330.*         10JUL2011 0000    19457.12 
 1                1                404330.*         10JUL2011 1200    19468.93 
 1                1                404330.*         11JUL2011 0000    19453.24 
 1                1                404330.*         11JUL2011 1200    19429.20 
 1                1                404330.*         12JUL2011 0000    19399.79 
 1                1                404330.*         12JUL2011 1200    19366.54 
 1                1                404330.*         13JUL2011 0000    19331.66 
 1                1                404330.*         13JUL2011 1200    19266.67 
 1                1                404330.*         14JUL2011 0000    19171.97 
 1                1                404330.*         14JUL2011 1200    19057.57 
 1                1                404330.*         15JUL2011 0000    18928.11 
 1                1                404330.*         15JUL2011 1200    18811.49 
 1                1                404330.*         16JUL2011 0000    18710.08 
 1                1                404330.*         16JUL2011 1200    18602.28 
 1                1                404330.*         17JUL2011 0000    18485.80 
 1                1                404330.*         17JUL2011 1200    18347.20 
 1                1                404330.*         18JUL2011 0000    18187.48 
 1                1                404330.*         18JUL2011 1200    18058.45 
 1                1                404330.*         19JUL2011 0000    17963.59 
 1                1                404330.*         19JUL2011 1200    17825.92 
 1                1                404330.*         20JUL2011 0000    17639.90 
 1                1                404330.*         20JUL2011 1200    17406.80 
 1                1                404330.*         21JUL2011 0000    17134.44 
 1                1                404330.*         21JUL2011 1200    16914.06 
 1                1                404330.*         22JUL2011 0000    16751.28 
 1                1                404330.*         22JUL2011 1200    16542.50 
 1                1                404330.*         23JUL2011 0000    16278.48 
 1                1                404330.*         23JUL2011 1200    15988.82 
 1                1                404330.*         24JUL2011 0000    15683.03 
 1                1                404330.*         24JUL2011 1200    15352.33 
 1                1                404330.*         25JUL2011 0000    14997.91 
 1                1                404330.*         25JUL2011 1200    14701.25 
 1                1                404330.*         26JUL2011 0000    14469.29 
 1                1                404330.*         26JUL2011 1200    14294.82 
 1                1                404330.*         27JUL2011 0000    14172.34 
 1                1                404330.*         27JUL2011 1200    14030.57 
 1                1                404330.*         28JUL2011 0000    13856.33 
 1                1                404330.*         28JUL2011 1200    13801.58 
 1                1                404330.*         29JUL2011 0000    13889.67 
 1                1                404330.*         29JUL2011 1200    13834.69 
 1                1                404330.*         30JUL2011 0000    13583.18 
 1                1                404330.*         30JUL2011 1200    13312.25 
 1                1                404330.*         31JUL2011 0000    13057.32 
 1                1                404330.*         31JUL2011 1200    12821.57 
 1                1                404330.*         01AUG2011 0000    12606.66 
 1                1                404330.*         01AUG2011 1200    12428.94 
 1                1                404330.*         02AUG2011 0000    12291.36 
 1                1                404330.*         02AUG2011 1200    12159.69 
 1                1                404330.*         03AUG2011 0000    12024.89 
 1                1                404330.*         03AUG2011 1200    11917.98 
 1                1                404330.*         04AUG2011 0000    11845.13 
 1                1                404330.*         04AUG2011 1200    11799.73 
 1                1                404330.*         05AUG2011 0000    11780.66 
 1                1                404330.*         05AUG2011 1200    11857.30 
 1                1                404330.*         06AUG2011 0000    12049.23 
 1                1                404330.*         06AUG2011 1200    12178.69 
 1                1                404330.*         07AUG2011 0000    12194.87 
 1                1                404330.*         07AUG2011 1200    12174.90 
 1                1                404330.*         08AUG2011 0000    12135.91 
 1                1                404330.*         08AUG2011 1200    12091.45 
 1                1                404330.*         09AUG2011 0000    12046.88 
 1                1                404330.*         09AUG2011 1200    12012.61 
 1                1                404330.*         10AUG2011 0000    11992.06 
 1                1                404330.*         10AUG2011 1200    11979.73 
 1                1                404330.*         11AUG2011 0000    11973.48 
 1                1                404330.*         11AUG2011 1200    11968.88 
 1                1                404330.*         12AUG2011 0000    11965.73 
 1                1                404330.*         12AUG2011 1200    11967.81 
 1                1                404330.*         13AUG2011 0000    11975.58 
 1                1                404330.*         13AUG2011 1200    11989.34 
 1                1                404330.*         14AUG2011 0000    12009.16 
 1                1                404330.*         14AUG2011 1200    12023.77 
 1                1                404330.*         15AUG2011 0000    12029.85 
 1                1                404330.*         15AUG2011 1200    12033.25 
 1                1                404330.*         16AUG2011 0000    12035.09 
 1                1                404330.*         16AUG2011 1200    12035.80 
 1                1                404330.*         17AUG2011 0000    12036.08 
 1                1                404330.*         17AUG2011 1200    12001.88 
 1                1                404330.*         18AUG2011 0000    11923.37 
 1                1                404330.*         18AUG2011 1200    11844.40 
 1                1                404330.*         19AUG2011 0000    11776.11 
 1                1                404330.*         19AUG2011 1200    11708.68 
 1                1                404330.*         20AUG2011 0000    11641.36 
 1                1                404330.*         20AUG2011 1200    11559.04 
 1                1                404330.*         21AUG2011 0000    11456.95 
 1                1                404330.*         21AUG2011 1200    11358.81 
 1                1                404330.*         22AUG2011 0000    11271.09 
 1                1                404330.*         22AUG2011 1200    11103.52 
 1                1                404330.*         23AUG2011 0000    10829.95 
 1                1                404330.*         23AUG2011 1200    10600.60 
 1                1                404330.*         24AUG2011 0000    10457.60 
 1                1                404330.*         24AUG2011 1200    10354.27 
 1                1                404330.*         25AUG2011 0000    10281.20 
 1                1                404330.*         25AUG2011 1200    10217.31 
 1                1                404330.*         26AUG2011 0000    10156.10 
 1                1                404330.*         26AUG2011 1200    10105.40 
 1                1                404330.*         27AUG2011 0000    10068.46 
 1                1                404330.*         27AUG2011 1200    10024.93 
 1                1                404330.*         28AUG2011 0000     9965.68 
 1                1                404330.*         28AUG2011 1200     9904.71 
 1                1                404330.*         29AUG2011 0000     9846.53 
 1                1                404330.*         29AUG2011 1200     9782.40 
 1                1                404330.*         30AUG2011 0000     9709.35 
 1                1                404330.*         30AUG2011 1200     9636.91 
 1                1                404330.*         31AUG2011 0000     9567.69 
 1                1                404330.*         31AUG2011 1200     9502.40 
 1                1                404330.*         01SEP2011 0000     9439.31 
 1                1                404330.*         01SEP2011 1200     9380.64 
 1                1                404330.*         02SEP2011 0000     9332.03 
 1                1                404330.*         02SEP2011 1200     9302.42 
 1                1                404330.*         03SEP2011 0000     9294.07 
 1                1                404330.*         03SEP2011 1200     9299.56 
 1                1                404330.*         04SEP2011 0000     9321.93 
 1                1                404330.*         04SEP2011 1200     9371.83 
 1                1                404330.*         05SEP2011 0000     9453.08 
 1                1                404330.*         05SEP2011 1200     9541.59 
 1                1                404330.*         06SEP2011 0000     9630.47 
 1                1                404330.*         06SEP2011 1200     9663.16 
 1                1                404330.*         07SEP2011 0000     9608.38 
 1                1                404330.*         07SEP2011 1200     9537.05 
 1                1                404330.*         08SEP2011 0000     9472.44 
 1                1                404330.*         08SEP2011 1200     9392.30 
 1                1                404330.*         09SEP2011 0000     9290.44 
 1                1                404330.*         09SEP2011 1200     9172.93 
 1                1                404330.*         10SEP2011 0000     9039.12 
 1                1                404330.*         10SEP2011 1200     8916.00 
 1                1                404330.*         11SEP2011 0000     8816.61 
 1                1                404330.*         11SEP2011 1200     8731.47 
 1                1                404330.*         12SEP2011 0000     8660.50 
 1                1                404330.*         12SEP2011 1200     8602.95 
 1                1                404330.*         13SEP2011 0000     8556.44 
 1                1                404330.*         13SEP2011 1200     8525.07 
 1                1                404330.*         14SEP2011 0000     8515.67 
 1                1                404330.*         14SEP2011 1200     8529.41 
 1                1                404330.*         15SEP2011 0000     8568.36 
 1                1                404330.*         15SEP2011 1200     8608.96 
 1                1                404330.*         16SEP2011 0000     8641.58 
 1                1                404330.*         16SEP2011 1200     8676.22 
 1                1                404330.*         17SEP2011 0000     8716.60 
 1                1                404330.*         17SEP2011 1200     8757.19 
 1                1                404330.*         18SEP2011 0000     8794.57 
 1                1                404330.*         18SEP2011 1200     8821.41 
 1                1                404330.*         19SEP2011 0000     8834.68 
