Profile Output Table - Standard Table 1
HEC-RAS  Plan: Plan 04  Locations: User Defined 
                                                                                     
# Rivers            = 1 
# Hydraulic Reaches = 1 
# River Stations    = 3 
# Plans             = 1 
# Profiles          = 366 

 River            Reach            River Sta        Profile            Q Total 
                                                                        (m3/s) 
                                                                                     
 Mississippi      2                173029           04NOV2008 0000     2228.93 
 Mississippi      2                173029           05NOV2008 0000     2290.95 
 Mississippi      2                173029           06NOV2008 0000     2209.07 
 Mississippi      2                173029           07NOV2008 0000     2107.11 
 Mississippi      2                173029           08NOV2008 0000     1941.24 
 Mississippi      2                173029           09NOV2008 0000     2030.14 
 Mississippi      2                173029           10NOV2008 0000     2428.84 
 Mississippi      2                173029           11NOV2008 0000     2627.03 
 Mississippi      2                173029           12NOV2008 0000     2650.20 
 Mississippi      2                173029           13NOV2008 0000     2624.89 
 Mississippi      2                173029           14NOV2008 0000     2506.52 
 Mississippi      2                173029           15NOV2008 0000     2415.24 
 Mississippi      2                173029           16NOV2008 0000     2507.29 
 Mississippi      2                173029           17NOV2008 0000     2614.98 
 Mississippi      2                173029           18NOV2008 0000     2929.07 
 Mississippi      2                173029           19NOV2008 0000     3064.15 
 Mississippi      2                173029           20NOV2008 0000     2851.92 
 Mississippi      2                173029           21NOV2008 0000     2817.75 
 Mississippi      2                173029           22NOV2008 0000     2625.92 
 Mississippi      2                173029           23NOV2008 0000     2364.29 
 Mississippi      2                173029           24NOV2008 0000     2348.47 
 Mississippi      2                173029           25NOV2008 0000     2404.36 
 Mississippi      2                173029           26NOV2008 0000     2329.87 
 Mississippi      2                173029           27NOV2008 0000     2199.72 
 Mississippi      2                173029           28NOV2008 0000     2066.79 
 Mississippi      2                173029           29NOV2008 0000     2009.42 
 Mississippi      2                173029           30NOV2008 0000     2045.53 
 Mississippi      2                173029           01DEC2008 0000     2088.20 
 Mississippi      2                173029           02DEC2008 0000     2105.78 
 Mississippi      2                173029           03DEC2008 0000     1934.16 
 Mississippi      2                173029           04DEC2008 0000     1740.12 
 Mississippi      2                173029           05DEC2008 0000     1774.10 
 Mississippi      2                173029           06DEC2008 0000     1667.64 
 Mississippi      2                173029           07DEC2008 0000     1535.61 
 Mississippi      2                173029           08DEC2008 0000     1523.95 
 Mississippi      2                173029           09DEC2008 0000     1465.06 
 Mississippi      2                173029           10DEC2008 0000     1630.33 
 Mississippi      2                173029           11DEC2008 0000     1899.93 
 Mississippi      2                173029           12DEC2008 0000     1822.51 
 Mississippi      2                173029           13DEC2008 0000     1963.04 
 Mississippi      2                173029           14DEC2008 0000     2079.68 
 Mississippi      2                173029           15DEC2008 0000     2271.51 
 Mississippi      2                173029           16DEC2008 0000     2540.18 
 Mississippi      2                173029           17DEC2008 0000     2217.82 
 Mississippi      2                173029           18DEC2008 0000     1985.99 
 Mississippi      2                173029           19DEC2008 0000     1996.93 
 Mississippi      2                173029           20DEC2008 0000     2264.42 
 Mississippi      2                173029           21DEC2008 0000     2388.77 
 Mississippi      2                173029           22DEC2008 0000     2555.94 
 Mississippi      2                173029           23DEC2008 0000     2683.59 
 Mississippi      2                173029           24DEC2008 0000     2662.59 
 Mississippi      2                173029           25DEC2008 0000     2604.61 
 Mississippi      2                173029           26DEC2008 0000     2540.37 
 Mississippi      2                173029           27DEC2008 0000     2784.91 
 Mississippi      2                173029           28DEC2008 0000     4981.19 
 Mississippi      2                173029           29DEC2008 0000     6874.98 
 Mississippi      2                173029           30DEC2008 0000     7076.27 
 Mississippi      2                173029           31DEC2008 0000     6566.94 
                                                                               
 Missouri         1                39912            01JAN2008 0000      840.92 
 Missouri         1                39912            02JAN2008 0000     1146.51 
 Missouri         1                39912            03JAN2008 0000     1286.23 
 Missouri         1                39912            04JAN2008 0000     1325.42 
 Missouri         1                39912            05JAN2008 0000     1372.20 
 Missouri         1                39912            06JAN2008 0000     1281.46 
 Missouri         1                39912            07JAN2008 0000     1222.63 
 Missouri         1                39912            08JAN2008 0000     1392.03 
 Missouri         1                39912            09JAN2008 0000     1824.74 
 Missouri         1                39912            10JAN2008 0000     2163.40 
 Missouri         1                39912            11JAN2008 0000     2467.56 
 Missouri         1                39912            12JAN2008 0000     2428.58 
 Missouri         1                39912            13JAN2008 0000     2383.85 
 Missouri         1                39912            14JAN2008 0000     2286.02 
 Missouri         1                39912            15JAN2008 0000     2060.67 
 Missouri         1                39912            16JAN2008 0000     1831.14 
 Missouri         1                39912            17JAN2008 0000     1692.05 
 Missouri         1                39912            18JAN2008 0000     1580.74 
 Missouri         1                39912            19JAN2008 0000     1450.98 
 Missouri         1                39912            20JAN2008 0000     1335.18 
 Missouri         1                39912            21JAN2008 0000     1298.74 
 Missouri         1                39912            22JAN2008 0000     1371.39 
 Missouri         1                39912            23JAN2008 0000     1339.12 
 Missouri         1                39912            24JAN2008 0000     1341.46 
 Missouri         1                39912            25JAN2008 0000     1410.02 
 Missouri         1                39912            26JAN2008 0000     1437.35 
 Missouri         1                39912            27JAN2008 0000     1430.05 
 Missouri         1                39912            28JAN2008 0000     1375.57 
 Missouri         1                39912            29JAN2008 0000     1269.53 
 Missouri         1                39912            30JAN2008 0000     1177.77 
 Missouri         1                39912            31JAN2008 0000     1175.49 
 Missouri         1                39912            01FEB2008 0000     1265.43 
 Missouri         1                39912            02FEB2008 0000     1371.66 
 Missouri         1                39912            03FEB2008 0000     1449.86 
 Missouri         1                39912            04FEB2008 0000     1486.66 
 Missouri         1                39912            05FEB2008 0000     1539.02 
 Missouri         1                39912            06FEB2008 0000     1697.17 
 Missouri         1                39912            07FEB2008 0000     2034.68 
 Missouri         1                39912            08FEB2008 0000     2574.86 
 Missouri         1                39912            09FEB2008 0000     2733.39 
 Missouri         1                39912            10FEB2008 0000     2472.95 
 Missouri         1                39912            11FEB2008 0000     2073.63 
 Missouri         1                39912            12FEB2008 0000     1813.98 
 Missouri         1                39912            13FEB2008 0000     1769.16 
 Missouri         1                39912            14FEB2008 0000     1765.73 
 Missouri         1                39912            15FEB2008 0000     1650.15 
 Missouri         1                39912            16FEB2008 0000     1494.51 
 Missouri         1                39912            17FEB2008 0000     1450.82 
 Missouri         1                39912            18FEB2008 0000     2025.73 
 Missouri         1                39912            19FEB2008 0000     2844.88 
 Missouri         1                39912            20FEB2008 0000     3231.37 
 Missouri         1                39912            21FEB2008 0000     3307.24 
 Missouri         1                39912            22FEB2008 0000     3118.04 
 Missouri         1                39912            23FEB2008 0000     2744.91 
 Missouri         1                39912            24FEB2008 0000     2347.30 
 Missouri         1                39912            25FEB2008 0000     2114.40 
 Missouri         1                39912            26FEB2008 0000     2011.60 
 Missouri         1                39912            27FEB2008 0000     2066.34 
 Missouri         1                39912            28FEB2008 0000     2152.63 
 Missouri         1                39912            29FEB2008 0000     2118.07 
 Missouri         1                39912            01MAR2008 0000     2124.39 
 Missouri         1                39912            02MAR2008 0000     2200.41 
 Missouri         1                39912            03MAR2008 0000     2644.40 
 Missouri         1                39912            04MAR2008 0000     4257.03 
 Missouri         1                39912            05MAR2008 0000     5406.47 
 Missouri         1                39912            06MAR2008 0000     5958.18 
 Missouri         1                39912            07MAR2008 0000     6056.91 
 Missouri         1                39912            08MAR2008 0000     5774.01 
 Missouri         1                39912            09MAR2008 0000     5140.30 
 Missouri         1                39912            10MAR2008 0000     4255.97 
 Missouri         1                39912            11MAR2008 0000     3572.97 
 Missouri         1                39912            12MAR2008 0000     3053.03 
 Missouri         1                39912            13MAR2008 0000     2691.54 
 Missouri         1                39912            14MAR2008 0000     2679.62 
 Missouri         1                39912            15MAR2008 0000     2721.81 
 Missouri         1                39912            16MAR2008 0000     2850.19 
 Missouri         1                39912            17MAR2008 0000     2920.10 
 Missouri         1                39912            18MAR2008 0000     3218.86 
 Missouri         1                39912            19MAR2008 0000     4822.96 
 Missouri         1                39912            20MAR2008 0000     7087.13 
 Missouri         1                39912            21MAR2008 0000     7335.32 
 Missouri         1                39912            22MAR2008 0000     7020.34 
 Missouri         1                39912            23MAR2008 0000     6791.77 
 Missouri         1                39912            24MAR2008 0000     5996.86 
 Missouri         1                39912            25MAR2008 0000     4890.61 
 Missouri         1                39912            26MAR2008 0000     3906.02 
 Missouri         1                39912            27MAR2008 0000     3312.61 
 Missouri         1                39912            28MAR2008 0000     3081.16 
 Missouri         1                39912            29MAR2008 0000     3009.75 
 Missouri         1                39912            30MAR2008 0000     2916.20 
 Missouri         1                39912            31MAR2008 0000     2880.09 
 Missouri         1                39912            01APR2008 0000     3267.34 
 Missouri         1                39912            02APR2008 0000     4307.00 
 Missouri         1                39912            03APR2008 0000     4430.90 
 Missouri         1                39912            04APR2008 0000     4167.84 
 Missouri         1                39912            05APR2008 0000     4222.90 
 Missouri         1                39912            06APR2008 0000     4045.77 
 Missouri         1                39912            07APR2008 0000     3701.68 
 Missouri         1                39912            08APR2008 0000     3466.71 
 Missouri         1                39912            09APR2008 0000     3283.58 
 Missouri         1                39912            10APR2008 0000     3363.17 
 Missouri         1                39912            11APR2008 0000     4859.02 
 Missouri         1                39912            12APR2008 0000     6767.15 
 Missouri         1                39912            13APR2008 0000     6725.43 
 Missouri         1                39912            14APR2008 0000     6171.02 
 Missouri         1                39912            15APR2008 0000     5790.34 
 Missouri         1                39912            16APR2008 0000     5537.17 
 Missouri         1                39912            17APR2008 0000     4954.26 
 Missouri         1                39912            18APR2008 0000     4365.58 
 Missouri         1                39912            19APR2008 0000     4015.27 
 Missouri         1                39912            20APR2008 0000     3987.48 
 Missouri         1                39912            21APR2008 0000     4520.38 
 Missouri         1                39912            22APR2008 0000     4897.85 
 Missouri         1                39912            23APR2008 0000     4983.82 
 Missouri         1                39912            24APR2008 0000     4978.47 
 Missouri         1                39912            25APR2008 0000     4994.92 
 Missouri         1                39912            26APR2008 0000     5336.28 
 Missouri         1                39912            27APR2008 0000     5643.12 
 Missouri         1                39912            28APR2008 0000     5545.98 
 Missouri         1                39912            29APR2008 0000     5394.33 
 Missouri         1                39912            30APR2008 0000     5253.33 
 Missouri         1                39912            01MAY2008 0000     4879.51 
 Missouri         1                39912            02MAY2008 0000     4418.24 
 Missouri         1                39912            03MAY2008 0000     4153.67 
