Ordinate	Time and Date	Stage Elevation (m)	Flow Flow (cms)
0	04Oct2025 2400	6.09	40.01
1	05Oct2025 0010	6.09	40.01
2	05Oct2025 0020	6.09	40.01
3	05Oct2025 0030	6.09	40.01
4	05Oct2025 0040	6.09	40.01
5	05Oct2025 0050	6.09	40.01
6	05Oct2025 0100	6.09	40.01
7	05Oct2025 0110	6.09	40.01
8	05Oct2025 0120	6.09	40.01
9	05Oct2025 0130	6.09	40.01
10	05Oct2025 0140	6.09	40.01
11	05Oct2025 0150	6.09	40.01
12	05Oct2025 0200	6.09	40.01
13	05Oct2025 0210	6.09	40.01
14	05Oct2025 0220	6.09	40.01
15	05Oct2025 0230	6.09	40.01
16	05Oct2025 0240	6.09	40.01
17	05Oct2025 0250	6.09	40.01
18	05Oct2025 0300	6.09	40.01
19	05Oct2025 0310	6.09	40.01
20	05Oct2025 0320	6.09	40.02
21	05Oct2025 0330	6.09	40.03
22	05Oct2025 0340	6.09	40.05
23	05Oct2025 0350	6.10	40.07
24	05Oct2025 0400	6.10	40.11
25	05Oct2025 0410	6.10	40.15
26	05Oct2025 0420	6.11	40.20
27	05Oct2025 0430	6.11	40.25
28	05Oct2025 0440	6.12	40.30
29	05Oct2025 0450	6.12	40.35
30	05Oct2025 0500	6.13	40.39
31	05Oct2025 0510	6.13	40.43
32	05Oct2025 0520	6.13	40.46
33	05Oct2025 0530	6.14	40.49
34	05Oct2025 0540	6.14	40.52
35	05Oct2025 0550	6.14	40.54
36	05Oct2025 0600	6.14	40.56
37	05Oct2025 0610	6.14	40.57
38	05Oct2025 0620	6.14	40.59
39	05Oct2025 0630	6.15	40.60
40	05Oct2025 0640	6.15	40.61
41	05Oct2025 0650	6.15	40.61
42	05Oct2025 0700	6.15	40.62
43	05Oct2025 0710	6.15	40.62
44	05Oct2025 0720	6.15	40.62
45	05Oct2025 0730	6.15	40.63
46	05Oct2025 0740	6.15	40.63
47	05Oct2025 0750	6.15	40.62
48	05Oct2025 0800	6.15	40.62
49	05Oct2025 0810	6.15	40.62
50	05Oct2025 0820	6.15	40.62
51	05Oct2025 0830	6.15	40.61
52	05Oct2025 0840	6.15	40.61
53	05Oct2025 0850	6.15	40.61
54	05Oct2025 0900	6.15	40.60
55	05Oct2025 0910	6.14	40.60
56	05Oct2025 0920	6.14	40.59
57	05Oct2025 0930	6.14	40.58
58	05Oct2025 0940	6.14	40.58
59	05Oct2025 0950	6.14	40.57
60	05Oct2025 1000	6.14	40.57
61	05Oct2025 1010	6.14	40.56
62	05Oct2025 1020	6.14	40.55
63	05Oct2025 1030	6.14	40.55
64	05Oct2025 1040	6.14	40.54
65	05Oct2025 1050	6.14	40.53
66	05Oct2025 1100	6.14	40.53
67	05Oct2025 1110	6.14	40.52
68	05Oct2025 1120	6.14	40.52
69	05Oct2025 1130	6.14	40.51
70	05Oct2025 1140	6.14	40.50
71	05Oct2025 1150	6.14	40.50
72	05Oct2025 1200	6.14	40.49
73	05Oct2025 1210	6.13	40.48
74	05Oct2025 1220	6.13	40.48
75	05Oct2025 1230	6.13	40.47
76	05Oct2025 1240	6.13	40.46
77	05Oct2025 1250	6.13	40.46
78	05Oct2025 1300	6.13	40.45
79	05Oct2025 1310	6.13	40.45
80	05Oct2025 1320	6.13	40.44
81	05Oct2025 1330	6.13	40.43
82	05Oct2025 1340	6.13	40.43
83	05Oct2025 1350	6.13	40.42
84	05Oct2025 1400	6.13	40.42
85	05Oct2025 1410	6.13	40.41
86	05Oct2025 1420	6.13	40.40
87	05Oct2025 1430	6.13	40.40
88	05Oct2025 1440	6.13	40.39
89	05Oct2025 1450	6.13	40.39
90	05Oct2025 1500	6.13	40.38
91	05Oct2025 1510	6.12	40.38
92	05Oct2025 1520	6.12	40.37
93	05Oct2025 1530	6.12	40.37
94	05Oct2025 1540	6.12	40.36
95	05Oct2025 1550	6.12	40.36
96	05Oct2025 1600	6.12	40.35
97	05Oct2025 1610	6.12	40.35
98	05Oct2025 1620	6.12	40.34
99	05Oct2025 1630	6.12	40.34
100	05Oct2025 1640	6.12	40.33
101	05Oct2025 1650	6.12	40.33
102	05Oct2025 1700	6.12	40.32
103	05Oct2025 1710	6.12	40.32
104	05Oct2025 1720	6.12	40.31
105	05Oct2025 1730	6.12	40.31
106	05Oct2025 1740	6.12	40.31
107	05Oct2025 1750	6.12	40.30
108	05Oct2025 1800	6.12	40.30
109	05Oct2025 1810	6.12	40.29
110	05Oct2025 1820	6.12	40.29
111	05Oct2025 1830	6.12	40.29
112	05Oct2025 1840	6.12	40.28
113	05Oct2025 1850	6.12	40.28
114	05Oct2025 1900	6.12	40.27
115	05Oct2025 1910	6.11	40.27
116	05Oct2025 1920	6.11	40.27
117	05Oct2025 1930	6.11	40.26
118	05Oct2025 1940	6.11	40.26
119	05Oct2025 1950	6.11	40.25
120	05Oct2025 2000	6.11	40.25
121	05Oct2025 2010	6.11	40.25
122	05Oct2025 2020	6.11	40.24
123	05Oct2025 2030	6.11	40.24
124	05Oct2025 2040	6.11	40.24
125	05Oct2025 2050	6.11	40.23
126	05Oct2025 2100	6.11	40.23
127	05Oct2025 2110	6.11	40.23
128	05Oct2025 2120	6.11	40.22
129	05Oct2025 2130	6.11	40.22
130	05Oct2025 2140	6.11	40.22
131	05Oct2025 2150	6.11	40.22
132	05Oct2025 2200	6.11	40.21
133	05Oct2025 2210	6.11	40.21
134	05Oct2025 2220	6.11	40.21
135	05Oct2025 2230	6.11	40.20
136	05Oct2025 2240	6.11	40.20
137	05Oct2025 2250	6.11	40.20
138	05Oct2025 2300	6.11	40.19
139	05Oct2025 2310	6.11	40.19
140	05Oct2025 2320	6.11	40.19
141	05Oct2025 2330	6.11	40.19
142	05Oct2025 2340	6.11	40.18
143	05Oct2025 2350	6.11	40.18
144	05Oct2025 2400	6.11	40.18
