Ordinate	Time and Date	Stage Elevation (m)	Flow Flow (cms)
0	04Oct2025 2400	8.09	20.00
1	05Oct2025 0010	8.09	20.00
2	05Oct2025 0020	8.09	20.00
3	05Oct2025 0030	8.09	20.00
4	05Oct2025 0040	8.09	20.00
5	05Oct2025 0050	8.09	20.00
6	05Oct2025 0100	8.09	20.00
7	05Oct2025 0110	8.09	20.00
8	05Oct2025 0120	8.09	20.00
9	05Oct2025 0130	8.09	20.00
10	05Oct2025 0140	8.09	20.00
11	05Oct2025 0150	8.09	20.00
12	05Oct2025 0200	8.09	20.00
13	05Oct2025 0210	8.09	20.04
14	05Oct2025 0220	8.09	20.48
15	05Oct2025 0230	8.10	21.01
16	05Oct2025 0240	8.11	21.49
17	05Oct2025 0250	8.12	21.95
18	05Oct2025 0300	8.14	22.43
19	05Oct2025 0310	8.15	22.86
20	05Oct2025 0320	8.17	22.53
21	05Oct2025 0330	8.18	22.00
22	05Oct2025 0340	8.18	21.56
23	05Oct2025 0350	8.18	21.17
24	05Oct2025 0400	8.18	20.74
25	05Oct2025 0410	8.18	20.33
26	05Oct2025 0420	8.18	20.32
27	05Oct2025 0430	8.17	20.39
28	05Oct2025 0440	8.17	20.38
29	05Oct2025 0450	8.17	20.35
30	05Oct2025 0500	8.17	20.32
31	05Oct2025 0510	8.16	20.30
32	05Oct2025 0520	8.16	20.28
33	05Oct2025 0530	8.16	20.26
34	05Oct2025 0540	8.16	20.24
35	05Oct2025 0550	8.16	20.22
36	05Oct2025 0600	8.15	20.21
37	05Oct2025 0610	8.15	20.20
38	05Oct2025 0620	8.15	20.19
39	05Oct2025 0630	8.15	20.18
40	05Oct2025 0640	8.15	20.17
41	05Oct2025 0650	8.15	20.16
42	05Oct2025 0700	8.15	20.15
43	05Oct2025 0710	8.14	20.14
44	05Oct2025 0720	8.14	20.14
45	05Oct2025 0730	8.14	20.13
46	05Oct2025 0740	8.14	20.13
47	05Oct2025 0750	8.14	20.12
48	05Oct2025 0800	8.14	20.12
49	05Oct2025 0810	8.14	20.11
50	05Oct2025 0820	8.14	20.11
51	05Oct2025 0830	8.14	20.10
52	05Oct2025 0840	8.14	20.10
53	05Oct2025 0850	8.14	20.10
54	05Oct2025 0900	8.14	20.10
55	05Oct2025 0910	8.13	20.09
56	05Oct2025 0920	8.13	20.09
57	05Oct2025 0930	8.13	20.09
58	05Oct2025 0940	8.13	20.09
59	05Oct2025 0950	8.13	20.08
60	05Oct2025 1000	8.13	20.08
61	05Oct2025 1010	8.13	20.08
62	05Oct2025 1020	8.13	20.08
63	05Oct2025 1030	8.13	20.08
64	05Oct2025 1040	8.13	20.07
65	05Oct2025 1050	8.13	20.07
66	05Oct2025 1100	8.13	20.07
67	05Oct2025 1110	8.13	20.07
68	05Oct2025 1120	8.13	20.07
69	05Oct2025 1130	8.13	20.07
