Ordinate	Time and Date	Stage Elevation (m)	Flow Flow (cms)
0	04Oct2025 2400	8.40	20.00
1	05Oct2025 0010	8.40	20.00
2	05Oct2025 0020	8.40	20.00
3	05Oct2025 0030	8.40	20.00
4	05Oct2025 0040	8.40	20.00
5	05Oct2025 0050	8.40	20.00
6	05Oct2025 0100	8.40	20.00
7	05Oct2025 0110	8.40	20.00
8	05Oct2025 0120	8.40	20.00
9	05Oct2025 0130	8.40	20.00
10	05Oct2025 0140	8.40	20.00
11	05Oct2025 0150	8.40	20.00
12	05Oct2025 0200	8.40	20.00
13	05Oct2025 0210	8.41	20.83
14	05Oct2025 0220	8.42	21.67
15	05Oct2025 0230	8.44	22.50
16	05Oct2025 0240	8.46	23.33
17	05Oct2025 0250	8.48	24.17
18	05Oct2025 0300	8.51	25.00
19	05Oct2025 0310	8.52	24.17
20	05Oct2025 0320	8.52	23.33
21	05Oct2025 0330	8.52	22.50
22	05Oct2025 0340	8.52	21.67
23	05Oct2025 0350	8.51	20.83
24	05Oct2025 0400	8.49	20.00
25	05Oct2025 0410	8.49	20.00
26	05Oct2025 0420	8.48	20.00
27	05Oct2025 0430	8.48	20.00
28	05Oct2025 0440	8.48	20.00
29	05Oct2025 0450	8.47	20.00
30	05Oct2025 0500	8.47	20.00
31	05Oct2025 0510	8.47	20.00
32	05Oct2025 0520	8.46	20.00
33	05Oct2025 0530	8.46	20.00
34	05Oct2025 0540	8.46	20.00
35	05Oct2025 0550	8.46	20.00
36	05Oct2025 0600	8.46	20.00
37	05Oct2025 0610	8.45	20.00
38	05Oct2025 0620	8.45	20.00
39	05Oct2025 0630	8.45	20.00
40	05Oct2025 0640	8.45	20.00
41	05Oct2025 0650	8.45	20.00
42	05Oct2025 0700	8.45	20.00
43	05Oct2025 0710	8.45	20.00
44	05Oct2025 0720	8.45	20.00
45	05Oct2025 0730	8.44	20.00
46	05Oct2025 0740	8.44	20.00
47	05Oct2025 0750	8.44	20.00
48	05Oct2025 0800	8.44	20.00
49	05Oct2025 0810	8.44	20.00
50	05Oct2025 0820	8.44	20.00
51	05Oct2025 0830	8.44	20.00
52	05Oct2025 0840	8.44	20.00
53	05Oct2025 0850	8.44	20.00
54	05Oct2025 0900	8.44	20.00
55	05Oct2025 0910	8.44	20.00
56	05Oct2025 0920	8.44	20.00
57	05Oct2025 0930	8.44	20.00
58	05Oct2025 0940	8.43	20.00
59	05Oct2025 0950	8.43	20.00
60	05Oct2025 1000	8.43	20.00
61	05Oct2025 1010	8.43	20.00
62	05Oct2025 1020	8.43	20.00
63	05Oct2025 1030	8.43	20.00
64	05Oct2025 1040	8.43	20.00
65	05Oct2025 1050	8.43	20.00
66	05Oct2025 1100	8.43	20.00
67	05Oct2025 1110	8.43	20.00
68	05Oct2025 1120	8.43	20.00
69	05Oct2025 1130	8.43	20.00
70	05Oct2025 1140	8.43	20.00
71	05Oct2025 1150	8.43	20.00
72	05Oct2025 1200	8.43	20.00
73	05Oct2025 1210	8.43	20.00
74	05Oct2025 1220	8.43	20.00
75	05Oct2025 1230	8.43	20.00
76	05Oct2025 1240	8.43	20.00
77	05Oct2025 1250	8.43	20.00
78	05Oct2025 1300	8.43	20.00
79	05Oct2025 1310	8.42	20.00
80	05Oct2025 1320	8.42	20.00
81	05Oct2025 1330	8.42	20.00
82	05Oct2025 1340	8.42	20.00
83	05Oct2025 1350	8.42	20.00
84	05Oct2025 1400	8.42	20.00
85	05Oct2025 1410	8.42	20.00
86	05Oct2025 1420	8.42	20.00
87	05Oct2025 1430	8.42	20.00
88	05Oct2025 1440	8.42	20.00
89	05Oct2025 1450	8.42	20.00
90	05Oct2025 1500	8.42	20.00
91	05Oct2025 1510	8.42	20.00
92	05Oct2025 1520	8.42	20.00
93	05Oct2025 1530	8.42	20.00
94	05Oct2025 1540	8.42	20.00
95	05Oct2025 1550	8.42	20.00
96	05Oct2025 1600	8.42	20.00
97	05Oct2025 1610	8.42	20.00
98	05Oct2025 1620	8.42	20.00
99	05Oct2025 1630	8.42	20.00
100	05Oct2025 1640	8.42	20.00
101	05Oct2025 1650	8.42	20.00
102	05Oct2025 1700	8.42	20.00
103	05Oct2025 1710	8.42	20.00
104	05Oct2025 1720	8.42	20.00
105	05Oct2025 1730	8.42	20.00
106	05Oct2025 1740	8.42	20.00
107	05Oct2025 1750	8.42	20.00
108	05Oct2025 1800	8.42	20.00
109	05Oct2025 1810	8.42	20.00
110	05Oct2025 1820	8.41	20.00
111	05Oct2025 1830	8.41	20.00
112	05Oct2025 1840	8.41	20.00
113	05Oct2025 1850	8.41	20.00
114	05Oct2025 1900	8.41	20.00
115	05Oct2025 1910	8.41	20.00
116	05Oct2025 1920	8.41	20.00
117	05Oct2025 1930	8.41	20.00
118	05Oct2025 1940	8.41	20.00
119	05Oct2025 1950	8.41	20.00
120	05Oct2025 2000	8.41	20.00
121	05Oct2025 2010	8.41	20.00
122	05Oct2025 2020	8.41	20.00
123	05Oct2025 2030	8.41	20.00
124	05Oct2025 2040	8.41	20.00
125	05Oct2025 2050	8.41	20.00
126	05Oct2025 2100	8.41	20.00
127	05Oct2025 2110	8.41	20.00
128	05Oct2025 2120	8.41	20.00
129	05Oct2025 2130	8.41	20.00
