link,to,lat,lon,B,z,n,nCC,Tw,TwCC,Length,gages,level
3601280,3601054,39.390144,-90.615456,65.03458,0.1476651,0.045,0.09,108.39096,325.17288,999.0,,51
2929985,2929983,39.119713,-90.6959,0.6627467,1.1168933,0.06,0.12,1.1045779,3.3137338,383.0,,51
2930651,2938455,39.124565,-90.69079,113.94418,0.11530025,0.045,0.09,189.90697,569.7209,96.0,,51
2930665,2938455,39.12361,-90.69433,1.0201315,0.9233696,0.06,0.12,1.7002192,5.1006575,772.0,,51
2930795,2930963,39.105194,-90.6708,2.6408021,0.6069243,0.06,0.12,4.401337,13.204011,1020.0,,51
2930957,2930963,39.10128,-90.67095,1.3679103,0.8112768,0.06,0.12,2.2798505,10.0,209.0,,51
2511013,2511021,38.971977,-90.919014,1.6223688,0.7524565,0.06,0.12,2.703948,8.111844,2227.0,,52
2511023,2511019,38.966103,-90.89804,2.1329606,0.66689116,0.06,0.12,3.5549343,10.664803,3215.0,,52
2511043,2511041,38.946304,-90.9785,1.5790502,0.7614946,0.06,0.12,2.6317503,7.8952513,1655.0,,52
2511173,2511179,38.903484,-90.94604,1.7154491,0.7341629,0.06,0.12,2.8590817,8.577246,1912.0,,52
2511175,2511179,38.907833,-90.96704,2.7132628,0.59971935,0.06,0.12,4.5221047,13.566314,4806.0,,52
2511247,2511183,38.88296,-90.958786,2.0176132,0.68345064,0.06,0.12,3.3626885,10.088065,2605.0,,52
2929923,2929927,39.139004,-90.7738,1.4877651,0.7817652,0.06,0.12,2.4796083,7.438825,1751.0,,52
2930009,2930011,39.117596,-90.72224,1.5677549,0.76391023,0.06,0.12,2.6129248,7.838774,1528.0,,52
2930015,2930011,39.109806,-90.71732,1.6863195,0.7397312,0.06,0.12,2.8105323,8.431597,1157.0,,52
2930037,2930039,39.104256,-90.652794,1.7650893,0.7249813,0.06,0.12,2.9418154,8.825446,2095.0,,52
2930077,2930055,39.092384,-90.742805,2.044192,0.67951584,0.06,0.12,3.406987,10.220961,986.0,,52
2930095,2930073,39.084373,-90.80372,1.7223383,0.732866,0.06,0.12,2.8705637,8.611691,2241.0,,52
2930467,2930055,39.089493,-90.75485,2.1866596,0.6596157,0.06,0.12,3.6444328,10.933298,2969.0,,52
3600084,3600098,39.37737,-90.65166,2.1290698,0.66742855,0.06,0.12,3.5484498,10.645349,2332.0,,52
3600204,3600206,39.350597,-90.55943,1.6383634,0.7492068,0.06,0.12,2.7306056,8.191817,2845.0,,52
3600212,3600208,39.344666,-90.60913,2.4126537,0.63160664,0.06,0.12,4.0210896,12.063269,3810.0,,52
3600218,3600174,39.348858,-90.64937,1.5794369,0.7614123,0.06,0.12,2.632395,7.897185,1547.0,,52
3600326,3600320,39.318222,-90.66134,2.1868653,0.65958834,0.06,0.12,3.6447754,10.934326,2582.0,,52
3600370,3600946,39.295513,-90.48456,1.828302,0.713814,0.06,0.12,3.0471702,9.14151,1953.0,,52
3600396,3600384,39.272385,-90.50675,1.6362002,0.7496436,0.06,0.12,2.7270002,8.181001,2025.0,,52
3600948,3600384,39.27935,-90.49795,1.7223383,0.732866,0.06,0.12,2.8705637,8.611691,2134.0,,52
3601750,3600828,38.99793,-90.39145,1.3153782,0.82541454,0.06,0.12,2.192297,6.5768905,1141.0,,52
3601764,3600824,38.993378,-90.381355,1.8085982,0.7172345,0.06,0.12,3.0143304,9.042991,1673.0,,52
5915519,5915495,39.18756,-90.4485,1.580982,0.76108396,0.06,0.12,2.63497,7.9049096,2096.0,,52
5915821,5915659,39.131947,-90.43969,2.8574476,0.5861754,0.06,0.12,4.7624125,14.287238,5696.0,,52
2929941,2929997,39.132877,-90.73254,2.52131,0.6194502,0.06,0.12,4.2021837,12.606551,2342.0,,52
2930041,2930039,39.097755,-90.65459,1.6822242,0.7405251,0.06,0.12,2.803707,8.41112,1454.0,,52
2930083,2930109,39.090088,-90.86471,2.2666457,0.6492434,0.06,0.12,3.7777429,11.333229,637.0,,52
2930695,2930007,39.11152,-90.80225,1.3735099,0.80981594,0.06,0.12,2.2891831,6.86755,282.0,,52
3600192,3600174,39.35305,-90.65468,2.737265,0.5973936,0.06,0.12,4.5621085,13.686326,1197.0,,52
3600202,3600208,39.351006,-90.58918,2.733004,0.5978043,0.06,0.12,4.555007,13.665021,1120.0,,52
3600282,3600300,39.327633,-90.553635,2.2943127,0.64577764,0.06,0.12,3.8238547,11.471564,1829.0,,52
3600306,3600320,39.329132,-90.65557,2.3976142,0.63335145,0.06,0.12,3.996024,11.988071,2112.0,,52
3600376,3600946,39.290833,-90.485535,3.0952134,0.56586564,0.06,0.12,5.158689,15.476068,1043.0,,52
3600934,3600206,39.362724,-90.578514,2.61548,0.6095097,0.06,0.12,4.3591332,13.077399,5857.0,,52
2511017,2511019,38.96993,-90.91284,2.6954322,0.60146636,0.06,0.12,4.492387,13.477161,1538.0,,52
2930955,2930957,39.101974,-90.671936,1.1483841,0.8763658,0.06,0.12,1.9139735,5.7419205,74.0,,52
2931081,2931077,39.091507,-90.709045,1.4196522,0.79809636,0.06,0.12,2.3660872,7.0982614,75.0,,52
3600820,3600810,39.004715,-90.40803,2.1374824,0.6662684,0.06,0.12,3.5624707,10.687412,1258.0,,52
5915671,5915659,39.153496,-90.44995,3.4073339,0.5423824,0.06,0.12,5.6788898,17.03667,180.0,,52
2511063,2511041,38.936848,-90.977135,3.992682,0.50574386,0.06,0.12,6.65447,19.96341,2145.0,,52
2931079,2931077,39.09145,-90.709366,2.1602392,0.6631627,0.06,0.12,3.6003988,10.801196,58.0,,52
3600818,3600810,39.003895,-90.401695,2.1247306,0.6680296,0.06,0.12,3.5412176,10.623652,218.0,,52
3600940,3600300,39.33476,-90.55953,3.2236173,0.5558086,0.06,0.12,5.3726954,16.118086,422.0,,52
3600118,3600098,39.366238,-90.65951,4.306631,0.48913398,0.06,0.12,7.177718,21.533155,1883.0,,52
3601048,3601280,39.39486,-90.61261,5.62478,0.43477598,0.055,0.11,9.374634,50.0,235.0,,52
2930457,2929997,39.142616,-90.74533,6.1132574,0.4190921,0.055,0.11,10.188762,30.566286,4272.0,,52
2931057,937110040,39.127068,-90.68583,4.1601367,0.4966595,0.055,0.11,6.9335613,30.0,1062.0,,52
2511451,2511277,38.86015,-90.96967,6.235883,0.41543603,0.055,0.11,10.393139,31.179417,2476.0,,52
2929901,2929927,39.14863,-90.77032,5.3074026,0.44606027,0.055,0.11,8.845672,30.0,1725.0,,52
2511417,2511183,38.89412,-90.96134,9.536155,0.3444435,0.055,0.11,15.893591,50.0,1557.0,,52
3600090,3607084,39.375355,-90.57322,15.555281,0.27756584,0.05,0.1,25.925468,77.776405,8494.0,,52
5915493,5915495,39.190712,-90.45737,20.490461,0.24579254,0.05,0.1,34.15077,102.4523,571.0,,52
2511015,2511021,38.9654,-90.92618,21.067017,0.24280183,0.05,0.1,35.111694,105.33508,515.0,,52
3601050,3601280,39.39821,-90.6139,65.01769,0.14768201,0.045,0.09,108.36282,325.08847,855.0,,52
2930649,2930651,39.12916,-90.695625,113.943825,0.11530042,0.045,0.09,189.90637,569.7191,1253.0,,52
2930655,2930651,39.124874,-90.694565,2.2009609,0.65772134,0.06,0.12,3.6682682,11.004805,577.0,,52
2930667,2930665,39.12101,-90.69732,0.7256347,1.0731055,0.06,0.12,1.2093911,3.6281734,13.0,,52
2931023,2930795,39.11061,-90.67427,2.5136461,0.6202827,0.06,0.12,4.18941,12.568231,373.0,,52
2930953,2930957,39.10261,-90.67164,0.96186113,0.9476432,0.06,0.12,1.603102,4.8093057,120.0,,52
2511005,2511017,38.977737,-90.90723,1.5732274,0.76273674,0.06,0.12,2.6220458,7.866137,1690.0,,53
2511055,2511063,38.94447,-90.990906,1.5175755,0.7749527,0.06,0.12,2.5292923,7.5878773,1654.0,,53
2929889,2929941,39.153236,-90.732216,1.924576,0.6978346,0.06,0.12,3.2076268,9.62288,1772.0,,53
2930025,2930695,39.108402,-90.80498,1.0326277,0.91842306,0.06,0.12,1.7210462,5.1631384,582.0,,53
2930051,2930041,39.097717,-90.642006,1.2779583,0.8359914,0.06,0.12,2.1299305,6.389791,883.0,,53
2930065,2930083,39.097893,-90.857834,1.481662,0.7831843,0.06,0.12,2.4694366,7.40831,1775.0,,53
2930067,2930083,39.10299,-90.86392,1.673975,0.7421329,0.06,0.12,2.7899585,8.369875,2669.0,,53
2930453,2930457,39.160023,-90.74226,2.1817143,0.6602749,0.06,0.12,3.6361904,10.908571,2787.0,,53
3600072,3600090,39.37729,-90.53952,1.7356365,0.7303834,0.06,0.12,2.8927274,8.678183,2333.0,,53
3600108,3600118,39.37465,-90.67083,1.5394121,0.7700836,0.06,0.12,2.565687,7.697061,1989.0,,53
3600168,3600202,39.365265,-90.59542,2.5641108,0.614867,0.06,0.12,4.273518,12.820554,3744.0,,53
3600232,3600940,39.34106,-90.5435,1.9016572,0.7015326,0.06,0.12,3.1694288,9.508286,3303.0,,53
3600242,3600192,39.3437,-90.67745,2.5312529,0.61837554,0.06,0.12,4.218755,12.656263,3520.0,,53
3600272,3600306,39.333675,-90.67193,1.7018418,0.7367469,0.06,0.12,2.8364031,8.50921,1228.0,,53
3600276,3600282,39.327755,-90.528244,2.0154476,0.68377453,0.06,0.12,3.3590794,10.077238,2796.0,,53
3600374,3600376,39.293053,-90.471695,2.2400742,0.65262985,0.06,0.12,3.733457,11.200371,2107.0,,53
3600382,3600376,39.28135,-90.46564,2.509561,0.62072796,0.06,0.12,4.182602,12.547805,3827.0,,53
2511003,2511017,38.971863,-90.904655,2.3467083,0.6393764,0.06,0.12,3.9111805,11.7335415,123.0,,53
2511027,2511015,38.959347,-90.96426,3.4018497,0.542768,0.06,0.12,5.6697497,17.009249,6925.0,,53
2511207,2511417,38.88913,-90.97089,2.6084905,0.6102297,0.06,0.12,4.347484,13.042453,1036.0,,53
2511449,2511451,38.861507,-90.983154,2.833898,0.5883194,0.06,0.12,4.723163,14.16949,96.0,,53
2929849,2929901,39.15526,-90.78086,2.5595748,0.61534745,0.06,0.12,4.2659583,12.797874,1120.0,,53
2930035,2930955,39.100742,-90.67316,1.1476659,0.8766077,0.06,0.12,1.9127765,5.7383294,291.0,,53
2930061,2931081,39.09379,-90.70595,1.4076656,0.80108756,0.06,0.12,2.3461094,7.038328,672.0,,53
3600832,3600818,39.002148,-90.40657,1.3555359,0.81453586,0.06,0.12,2.2592263,6.777679,871.0,,53
3600834,3600820,39.00147,-90.41634,1.2174821,0.8540639,0.06,0.12,2.029137,6.0874104,419.0,,53
3600836,3600820,39.00322,-90.419304,1.748105,0.72808045,0.06,0.12,2.9135084,8.740525,1034.0,,53
5915729,5915671,39.146877,-90.45147,3.4049857,0.5425474,0.06,0.12,5.6749763,17.02493,1806.0,,53
2511057,2511063,38.940136,-90.993904,3.7932813,0.51730496,0.06,0.12,6.3221354,18.966406,1319.0,,53
2930687,2931023,39.1123,-90.674805,2.235159,0.6532626,0.06,0.12,3.7252648,11.175795,81.0,,53
2930951,2930953,39.10322,-90.67217,0.7824522,1.0380024,0.06,0.12,1.304087,3.9122612,72.0,,53
2930063,2931079,39.0923,-90.709625,2.158343,0.6634197,0.06,0.12,3.5972383,10.791716,145.0,,53
3600230,3600940,39.344242,-90.558586,2.9574878,0.5773436,0.06,0.12,4.9291463,14.787438,1677.0,,53
3600830,3600818,39.00152,-90.40206,1.8959787,0.7024588,0.06,0.12,3.1599646,9.479894,330.0,,53
5915461,5915493,39.195137,-90.45636,3.0654004,0.568287,0.055,0.11,5.1090007,30.0,640.0,,53
3600110,3600118,39.365776,-90.670204,3.9656057,0.5072644,0.06,0.12,6.6093426,19.828028,38.0,,53
3599944,3601048,39.3945,-90.60882,5.62317,0.4348309,0.055,0.11,9.37195,50.0,449.0,,53
2930455,2930457,39.171444,-90.7508,5.900617,0.42568922,0.055,0.11,9.834362,30.0,5994.0,,53
2929939,2931057,39.129353,-90.68552,4.1238437,0.49858314,0.055,0.11,6.873073,30.0,166.0,,53
2511447,2511451,38.8627,-90.98456,5.841494,0.42758468,0.055,0.11,9.735823,30.0,414.0,,53
2929837,2929901,39.162483,-90.778015,5.0134616,0.45741478,0.055,0.11,8.355769,30.0,1553.0,,53
2511195,2511417,38.89036,-90.974434,9.425537,0.3462211,0.055,0.11,15.7092285,50.0,1186.0,,53
3600122,3600090,39.367672,-90.52946,15.514795,0.27788514,0.05,0.1,25.857992,77.57398,5665.0,,53
5915459,5915493,39.195515,-90.45092,20.462038,0.2459431,0.05,0.1,34.103397,102.310196,982.0,,53
2511011,2511015,38.97379,-90.92847,21.032717,0.24297643,0.05,0.1,35.054527,105.16359,3143.0,,53
3601044,3601050,39.402744,-90.61366,0.7854641,1.0362445,0.06,0.12,1.3091068,3.9273205,214.0,,53
3601046,3601050,39.403336,-90.61508,65.017395,0.14768231,0.045,0.09,108.36232,325.08694,324.0,,53
2938507,2930649,39.13877,-90.70272,113.94366,0.11530049,0.045,0.09,189.9061,569.71826,1200.0,,53
2930855,2930649,39.13569,-90.698906,1.2767907,0.83632857,0.06,0.12,2.1279845,6.3839536,383.0,,53
2930653,2930655,39.12491,-90.699814,2.1190636,0.66881716,0.06,0.12,3.5317726,10.595318,352.0,,53
2929973,2930667,39.120945,-90.69747,0.7256347,1.0731055,0.06,0.12,1.2093911,3.6281734,29.0,,53
2930663,2930655,39.12353,-90.699005,0.90953356,0.97132075,0.06,0.12,1.5158893,4.5476675,273.0,,53
2931025,2931023,39.112385,-90.67533,1.5825241,0.76075673,0.06,0.12,2.63754,7.91262,62.0,,53
2930949,2930953,39.104218,-90.67217,0.6321891,1.1403971,0.06,0.12,1.0536485,3.1609454,253.0,,53
2510999,2511003,38.97537,-90.89434,1.9161103,0.6991932,0.06,0.12,3.193517,9.580551,1906.0,,54
2511001,2511003,38.981155,-90.90274,1.769131,0.72425014,0.06,0.12,2.9485517,8.8456545,2088.0,,54
2511197,2511195,38.89098,-90.98805,1.5361546,0.77080363,0.06,0.12,2.5602577,7.680773,2026.0,,54
2511227,2511207,38.885303,-90.987724,1.7025106,0.73661923,0.06,0.12,2.8375175,8.512553,2730.0,,54
2511251,2511207,38.879417,-90.98533,2.2396817,0.6526803,0.06,0.12,3.7328029,11.198409,2834.0,,54
2511327,2511449,38.8456,-90.98047,2.832157,0.588479,0.06,0.12,4.7202616,14.160784,4432.0,,54
2512049,2511027,38.96399,-91.01195,1.8765308,0.7056614,0.06,0.12,3.1275513,9.382654,2273.0,,54
2929829,2929837,39.16851,-90.78866,1.7905923,0.72040755,0.06,0.12,2.9843204,8.952961,1889.0,,54
2929867,2929849,39.14955,-90.79131,1.1242079,0.8846309,0.06,0.12,1.8736799,5.6210394,1203.0,,54
2929911,2929849,39.14643,-90.790276,2.3237247,0.64215875,0.06,0.12,3.8728745,11.618623,1826.0,,54
2931009,2930035,39.09898,-90.67457,1.1067417,0.8907632,0.06,0.12,1.8445694,5.5337086,258.0,,54
2931083,2930061,39.096237,-90.70099,1.1899703,0.8627197,0.06,0.12,1.9832836,5.949851,494.0,,54
3600010,3599944,39.389652,-90.5922,1.7644658,0.7250943,0.06,0.12,2.9407763,8.8223295,6575.0,,54
3600228,3600230,39.347466,-90.53549,1.9625676,0.6918423,0.06,0.12,3.270946,9.812838,3658.0,,54
3601748,3600836,38.996986,-90.4254,1.1709199,0.86888415,0.06,0.12,1.9515331,5.8545995,779.0,,54
3601756,3600834,38.99741,-90.420876,1.114401,0.888057,0.06,0.12,1.8573351,5.5720053,853.0,,54
3601758,3600832,38.997276,-90.41475,1.1404357,0.87905526,0.06,0.12,1.9007261,5.702178,1018.0,,54
5915781,5915729,39.13465,-90.465675,1.7449244,0.72866565,0.06,0.12,2.9082074,8.724622,2380.0,,54
5915831,5915729,39.122227,-90.45628,3.0775201,0.5672986,0.06,0.12,5.1292,15.3876,4682.0,,54
2512125,2511057,38.94365,-91.003334,3.6124933,0.5285707,0.06,0.12,6.020822,18.062466,602.0,,54
2930005,2930687,39.114883,-90.665695,2.2343705,0.6533643,0.06,0.12,3.7239509,11.171853,1745.0,,54
2930027,2930951,39.10405,-90.67298,0.767044,1.0471504,0.06,0.12,1.2784066,3.83522,178.0,,54
3600148,3600110,39.362255,-90.67821,2.9722888,0.5760734,0.06,0.12,4.953815,14.861444,1636.0,,54
5915439,5915461,39.199844,-90.45606,2.049801,0.6786949,0.06,0.12,3.4163353,10.249005,472.0,,54
2931075,2930063,39.09853,-90.70702,2.1526349,0.66419524,0.06,0.12,3.5877247,10.763174,1485.0,,54
3600194,3600230,39.35107,-90.54694,2.3720753,0.6363508,0.06,0.12,3.9534588,11.860376,1226.0,,54
3601746,3600830,38.998676,-90.40191,1.7746978,0.723247,0.06,0.12,2.9578297,8.873489,313.0,,54
5915437,5915461,39.202976,-90.45153,2.6486197,0.60613334,0.06,0.12,4.414366,13.243098,1429.0,,54
3600106,3600110,39.36631,-90.67289,3.2776139,0.5517502,0.06,0.12,5.46269,16.38807,467.0,,54
2510997,2511011,38.97746,-90.94342,3.7593238,0.51936126,0.06,0.12,6.2655396,18.79662,1734.0,,54
3601042,3601046,39.40501,-90.616585,4.2528615,0.49185273,0.055,0.11,7.088103,30.0,176.0,,54
3600070,3600122,39.37185,-90.522415,3.6533976,0.5259516,0.055,0.11,6.088996,30.0,734.0,,54
2929751,2930455,39.181614,-90.767685,0.79436773,1.0311042,0.06,0.12,1.3239462,3.9718387,310.0,,54
3599942,3599944,39.394352,-90.60591,5.5527377,0.43725565,0.055,0.11,9.254562,50.0,128.0,,54
5915443,5915459,39.197754,-90.44149,5.111273,0.4535322,0.055,0.11,8.518788,30.0,963.0,,54
2929741,2930455,39.189053,-90.765526,5.4286795,0.4416362,0.055,0.11,9.047799,30.0,1624.0,,54
2931065,2929939,39.128727,-90.68451,4.1225233,0.4986536,0.055,0.11,6.870872,30.0,70.0,,54
2511283,2511447,38.86251,-90.99206,5.826469,0.42807078,0.055,0.11,9.710781,30.0,1131.0,,54
2929855,2929837,39.157444,-90.79857,4.8993745,0.4620837,0.055,0.11,8.165625,30.0,2564.0,,54
2511189,2511195,38.8965,-90.98539,9.404098,0.3465691,0.055,0.11,15.673495,50.0,1569.0,,54
3600078,3600122,39.367706,-90.516495,15.425138,0.27859655,0.05,0.1,25.708565,77.125694,1968.0,,54
5915429,5915459,39.2038,-90.437454,20.339895,0.2465936,0.05,0.1,33.899826,101.69947,2002.0,,54
2510993,2511011,38.97951,-90.933624,20.982533,0.24323264,0.05,0.1,34.97089,104.91267,528.0,,54
3599874,3601044,39.406387,-90.61303,0.68496674,1.1007614,0.06,0.12,1.1416112,3.4248338,667.0,,54
3601040,3601046,39.405067,-90.615685,65.0101,0.14768963,0.045,0.09,108.35017,325.0505,76.0,,54
2938505,2938507,39.14641,-90.70856,113.94357,0.11530053,0.045,0.09,189.90596,569.7179,788.0,,54
2930935,2930855,39.1378,-90.69835,1.1498178,0.8758835,0.06,0.12,1.916363,5.7490892,102.0,,54
2930829,2930653,39.127327,-90.70485,2.0853288,0.6735691,0.06,0.12,3.475548,10.426644,679.0,,54
2929959,2930663,39.1225,-90.70023,0.8254645,1.0137833,0.06,0.12,1.3757741,4.127322,43.0,,54
2929975,2929973,39.121532,-90.69902,0.7221187,1.0754074,0.06,0.12,1.203531,3.6105933,299.0,,54
2930685,2931025,39.11557,-90.67743,0.8620192,0.99458724,0.06,0.12,1.4366986,4.310096,747.0,,54
2930683,2931025,39.11526,-90.67481,1.4790314,0.7837985,0.06,0.12,2.4650524,7.395157,659.0,,54
2931007,2930949,39.10731,-90.67338,0.55473393,1.2080871,0.06,0.12,0.92455655,2.7736695,467.0,,54
2510989,2510993,38.983387,-90.92313,1.8233416,0.7146701,0.06,0.12,3.0389028,9.116709,1893.0,,55
2511155,2511189,38.909866,-90.99159,1.7893794,0.72062296,0.06,0.12,2.9822989,8.946897,2004.0,,55
2512117,2512125,38.963543,-91.02588,2.7879353,0.59257895,0.06,0.12,4.646559,13.939676,5635.0,,55
2512123,2512125,38.95239,-91.03557,2.793825,0.5920275,0.06,0.12,4.656375,13.969125,5870.0,,55
2930003,2930005,39.11332,-90.64718,1.8005388,0.7186491,0.06,0.12,3.000898,9.002694,1847.0,,55
2931091,2930027,39.106693,-90.674835,0.7444068,1.0610814,0.06,0.12,1.2406781,3.7220342,507.0,,55
3599940,3599942,39.406628,-90.60797,1.6649486,0.74390525,0.06,0.12,2.7749143,8.324742,2913.0,,55
3600050,3600070,39.382877,-90.528564,1.662502,0.74438804,0.06,0.12,2.7708368,8.3125105,2225.0,,55
3600102,3600106,39.36714,-90.69474,2.2877393,0.6465956,0.06,0.12,3.8128989,11.438697,3673.0,,55
3600188,3600078,39.356842,-90.51259,1.6157365,0.7538176,0.06,0.12,2.692894,8.078682,2213.0,,55
3600224,3600148,39.353016,-90.69921,2.5948443,0.6116434,0.06,0.12,4.3247404,12.974221,3108.0,,55
5915389,5915437,39.220108,-90.45061,2.0556123,0.67784774,0.06,0.12,3.4260206,10.278062,3180.0,,55
5915413,5915439,39.210175,-90.46203,1.5844475,0.7603491,0.06,0.12,2.6407459,7.9222374,2409.0,,55
5915415,5915439,39.20612,-90.46384,1.568147,0.76382595,0.06,0.12,2.6135783,7.840735,1752.0,,55
2511285,2511283,38.85995,-90.99848,1.402815,0.8023084,0.06,0.12,2.3380249,7.014075,434.0,,55
