cycle_detected,is_initial,step,link,to,lat,lon,B,z,n,nCC,Tw,TwCC,Length,alt,So,gages
FALSE,FALSE,42,2930553,2930557,39.377834,-90.905975,113.687584,0.11541499,0.045,0.09,189.47931,568.4379,420,135.6,0.00371,
FALSE,FALSE,43,2930557,2931045,39.375263,-90.90313,113.68761,0.115414985,0.045,0.09,189.47934,568.43805,334,134.04,0.00132,
FALSE,FALSE,44,2931045,2930559,39.363625,-90.88703,113.688545,0.11541456,0.045,0.09,189.48091,568.44275,3419,133.6,1.00E-05,
FALSE,FALSE,45,2930559,2931041,39.355274,-90.86872,113.68857,0.11541455,0.045,0.09,189.48094,568.4428,319,133.6,1.00E-05,
FALSE,FALSE,46,2931041,2931043,39.353737,-90.862404,113.68861,0.11541454,0.045,0.09,189.48102,568.44305,815,133.6,1.00E-05,
FALSE,FALSE,47,2931043,2930887,39.349087,-90.85359,113.68866,0.115414515,0.045,0.09,189.4811,568.4433,1087,133.6,1.00E-05,
FALSE,FALSE,48,2930887,2930565,39.344666,-90.84792,113.69001,0.11541391,0.045,0.09,189.48335,568.45,303,133.6,1.00E-05,
FALSE,FALSE,49,2930565,2931051,39.343197,-90.844955,113.690025,0.115413904,0.045,0.09,189.48338,568.45013,307,133.6,1.00E-05,
FALSE,FALSE,50,2931051,2930889,39.340786,-90.8409,113.690056,0.11541389,0.045,0.09,189.48343,568.4503,585,133.6,1.00E-05,
FALSE,FALSE,51,2930889,2930905,39.337543,-90.83739,113.69007,0.11541388,0.045,0.09,189.48344,568.4503,349,133.6,1.00E-05,
FALSE,FALSE,52,2930905,2930907,39.331505,-90.83037,113.69037,0.11541375,0.045,0.09,189.48395,568.45184,1462,133.6,1.00E-05,
FALSE,FALSE,53,2930907,2930909,39.326187,-90.82388,113.69048,0.115413696,0.045,0.09,189.48413,568.4524,165,133.6,1.00E-05,
FALSE,FALSE,54,2930909,2930569,39.324047,-90.821495,113.6905,0.11541369,0.045,0.09,189.48416,568.4525,465,133.6,1.00E-05,
FALSE,FALSE,55,2930569,2930577,39.3212,-90.81823,113.690575,0.11541366,0.045,0.09,189.48428,568.4529,383,133.6,1.00E-05,
FALSE,FALSE,56,2930577,2930581,39.31465,-90.802315,113.69082,0.11541355,0.045,0.09,189.4847,568.4541,2715,133.6,1.00E-05,
FALSE,FALSE,57,2930581,2938437,39.293816,-90.76685,113.69241,0.11541283,0.045,0.09,189.48735,568.4621,5492,133.6,6.00E-05,
FALSE,FALSE,58,2938437,2930591,39.266914,-90.75231,113.709526,0.115405165,0.045,0.09,189.51588,568.5476,1032,133.28,1.00E-05,
FALSE,FALSE,59,2930591,2930593,39.261806,-90.74082,113.70965,0.11540511,0.045,0.09,189.51608,568.5482,1321,133.28,1.00E-05,
FALSE,FALSE,60,2930593,2930601,39.247723,-90.72659,113.91464,0.11531345,0.045,0.09,189.85773,569.5732,2994,133.28,0.00015,
FALSE,FALSE,61,2930601,2930603,39.2298,-90.72133,113.93718,0.11530338,0.045,0.09,189.89531,569.6859,1124,132.84,0.00039,
FALSE,FALSE,62,2930603,2930607,39.222866,-90.72179,113.9384,0.11530284,0.045,0.09,189.89734,569.692,409,132.4,1.00E-05,
FALSE,FALSE,63,2930607,2938441,39.218155,-90.71976,113.93848,0.1153028,0.045,0.09,189.89746,569.6924,718,132.4,1.00E-05,
FALSE,FALSE,64,2938441,2938445,39.213963,-90.71707,113.939514,0.11530234,0.045,0.09,189.89919,569.6976,330,132.4,1.00E-05,
FALSE,FALSE,65,2938445,2930621,39.210194,-90.71661,113.93954,0.115302324,0.045,0.09,189.89923,569.6977,544,132.4,1.00E-05,
FALSE,FALSE,66,2930621,2930625,39.19846,-90.71774,113.9397,0.11530226,0.045,0.09,189.8995,569.6985,2080,132.4,4.00E-05,
FALSE,FALSE,67,2930625,2938449,39.187054,-90.71491,113.940956,0.1153017,0.045,0.09,189.90158,569.7048,546,132.31,1.00E-05,
FALSE,FALSE,68,2938449,2930639,39.182926,-90.71399,113.94151,0.115301445,0.045,0.09,189.90251,569.7076,395,132.31,0.00015,
FALSE,FALSE,69,2930639,2938505,39.165462,-90.71003,113.941826,0.1153013,0.045,0.09,189.90305,569.7091,3622,132.25,6.00E-05,
FALSE,FALSE,70,2938505,2938507,39.14641,-90.70856,113.94357,0.11530053,0.045,0.09,189.90596,569.7179,788,132.04,1.00E-05,
FALSE,FALSE,71,2938507,2930649,39.13877,-90.70272,113.94366,0.11530049,0.045,0.09,189.9061,569.71826,1200,132.04,1.00E-05,
FALSE,FALSE,72,2930649,2930651,39.12916,-90.695625,113.943825,0.11530042,0.045,0.09,189.90637,569.7191,1253,132.04,1.00E-05,
FALSE,FALSE,73,2930651,2938455,39.124565,-90.69079,113.94418,0.11530025,0.045,0.09,189.90697,569.7209,96,132.04,1.00E-05,
FALSE,FALSE,74,2938455,2930679,39.12225,-90.688,113.944244,0.11530023,0.045,0.09,189.90707,569.72125,635,132.04,1.00E-05,
FALSE,FALSE,75,2930679,2938461,39.117535,-90.686,113.94656,0.115299195,0.045,0.09,189.91093,569.7328,463,132.04,4.00E-05,
FALSE,FALSE,76,2938461,2930705,39.110493,-90.68454,113.9467,0.11529913,0.045,0.09,189.91116,569.7335,1136,132.02,8.00E-05,
FALSE,FALSE,77,2930705,2930709,39.097595,-90.682335,113.94681,0.11529908,0.045,0.09,189.91135,569.7341,1780,131.93,1.00E-05,
FALSE,FALSE,78,2930709,2930713,39.088615,-90.68154,113.94797,0.11529857,0.045,0.09,189.91328,569.7398,253,131.93,0.00012,
FALSE,FALSE,79,2930713,2938477,39.08418,-90.68599,113.94931,0.115297966,0.045,0.09,189.91553,569.7466,1023,131.9,1.00E-04,
FALSE,FALSE,80,2938477,2930719,39.080418,-90.69066,113.949585,0.11529785,0.045,0.09,189.91597,569.7479,140,131.8,1.00E-05,
FALSE,FALSE,81,2930719,2938485,39.078133,-90.694,113.94962,0.115297824,0.045,0.09,189.91605,569.7481,637,131.8,1.00E-05,
FALSE,FALSE,82,2938485,2930723,39.07434,-90.69806,113.94966,0.11529781,0.045,0.09,189.9161,569.7483,458,131.8,1.00E-05,
FALSE,FALSE,83,2930723,2931017,39.07069,-90.700424,113.94969,0.115297794,0.045,0.09,189.91615,569.7485,466,131.8,1.00E-05,
FALSE,FALSE,84,2931017,2930981,39.06617,-90.702156,113.949745,0.11529777,0.045,0.09,189.91624,569.7487,591,131.8,2.00E-05,
FALSE,FALSE,85,2930981,2930749,39.05813,-90.70243,113.94984,0.11529773,0.045,0.09,189.9164,569.7492,1229,131.79,1.00E-05,
FALSE,FALSE,86,2930749,2930759,39.045124,-90.702354,113.949974,0.11529767,0.045,0.09,189.91663,569.7499,1707,131.79,1.00E-05,
FALSE,FALSE,87,2930759,2930761,39.02341,-90.69661,113.95096,0.115297236,0.045,0.09,189.91826,569.75476,3562,131.79,8.00E-05,
FALSE,FALSE,88,2930761,2930763,39.008636,-90.68806,113.95456,0.11529562,0.045,0.09,189.92427,569.7728,62,131.52,1.00E-05,
FALSE,FALSE,89,2930763,2930767,39.006416,-90.688126,113.95459,0.11529561,0.045,0.09,189.92432,569.77295,430,131.52,0.00551,
FALSE,FALSE,90,2930767,2930771,39.002678,-90.685936,113.95462,0.1152956,0.045,0.09,189.92438,569.77313,520,129.15,0.00063,
FALSE,FALSE,91,2930771,2932865,39.00038,-90.68414,113.98088,0.11528388,0.045,0.09,189.96814,569.9044,80,128.82,1.00E-05,
FALSE,FALSE,92,2932865,2932869,38.997814,-90.6813,113.98093,0.115283854,0.045,0.09,189.96822,569.90466,704,128.82,1.00E-05,
FALSE,FALSE,93,2932869,2932905,38.98768,-90.677505,113.98195,0.1152834,0.045,0.09,189.96991,569.9097,1657,128.82,1.00E-05,
FALSE,FALSE,94,2932905,2932873,38.975304,-90.67654,113.98271,0.11528306,0.045,0.09,189.97119,569.9136,1141,128.82,1.00E-05,
FALSE,FALSE,95,2932873,2932875,38.966526,-90.67536,113.982796,0.11528302,0.045,0.09,189.97133,569.914,857,128.82,1.00E-05,
FALSE,FALSE,96,2932875,2932881,38.96056,-90.674385,113.983215,0.11528283,0.045,0.09,189.97203,569.9161,492,128.82,1.00E-05,
FALSE,FALSE,97,2932881,2932885,38.955162,-90.672646,113.98327,0.11528281,0.045,0.09,189.9721,569.9163,768,128.82,1.00E-05,
FALSE,FALSE,98,2932885,2932901,38.949265,-90.66976,113.983475,0.11528272,0.045,0.09,189.97246,569.91736,647,128.82,0.00082,
FALSE,FALSE,99,2932901,2932893,38.942528,-90.66758,113.98353,0.11528269,0.045,0.09,189.97255,569.91766,915,128.29,1.00E-05,
FALSE,FALSE,100,2932893,880776,38.933422,-90.66527,113.98374,0.1152826,0.045,0.09,189.9729,569.9187,1166,128.29,1.00E-05,
FALSE,FALSE,101,880776,880784,38.926407,-90.657684,113.98378,0.11528258,0.045,0.09,189.97296,569.9189,1124,128.29,1.00E-05,
FALSE,FALSE,102,880784,880786,38.921623,-90.65096,113.984436,0.11528229,0.045,0.09,189.97406,569.9222,444,128.29,1.00E-05,
FALSE,FALSE,103,880786,880604,38.915527,-90.644905,113.98453,0.11528225,0.045,0.09,189.97421,569.9226,1303,128.29,1.00E-05,
FALSE,FALSE,104,880604,880614,38.908394,-90.64028,113.98465,0.11528219,0.045,0.09,189.97441,569.9232,552,128.29,1.00E-05,
FALSE,FALSE,105,880614,880624,38.904854,-90.636566,113.98532,0.115281895,0.045,0.09,189.97554,569.9266,480,128.29,1.00E-05,
FALSE,FALSE,106,880624,880820,38.89798,-90.63221,113.98579,0.115281686,0.045,0.09,189.9763,569.92896,1235,128.29,1.00E-05,
FALSE,FALSE,107,880820,880640,38.891117,-90.62628,114.37224,0.115109675,0.045,0.09,190.62039,571.8612,645,128.29,1.00E-05,
FALSE,FALSE,108,880640,880644,38.886806,-90.617584,114.37232,0.11510964,0.045,0.09,190.62054,571.86163,1221,128.29,1.00E-05,
FALSE,FALSE,109,880644,880668,38.88309,-90.61164,114.3726,0.11510952,0.045,0.09,190.62099,571.863,67,128.29,1.00E-05,
FALSE,FALSE,110,880668,880818,38.875328,-90.59669,114.37322,0.115109235,0.045,0.09,190.62204,571.86615,3043,128.29,1.00E-05,
FALSE,FALSE,111,880818,880662,38.86807,-90.57441,114.37407,0.11510886,0.045,0.09,190.62346,571.87036,1283,128.29,1.00E-05,
FALSE,FALSE,112,880662,880654,38.8694,-90.561874,114.37425,0.11510878,0.045,0.09,190.62375,571.8713,926,128.29,1.00E-05,
FALSE,FALSE,113,880654,880630,38.876175,-90.54319,114.374985,0.11510845,0.045,0.09,190.62497,571.87494,2831,128.29,0.00023,
FALSE,FALSE,114,880630,880596,38.89323,-90.523186,114.37586,0.115108065,0.045,0.09,190.62643,571.87933,2360,127.64,1.00E-05,
FALSE,FALSE,115,880596,880548,38.919247,-90.50659,114.376656,0.115107715,0.045,0.09,190.62776,571.88324,4087,127.61,1.00E-05,
FALSE,FALSE,116,880548,880534,38.938354,-90.48628,114.376884,0.11510761,0.045,0.09,190.62814,571.88446,1522,127.61,1.00E-05,
FALSE,FALSE,117,880534,880816,38.945335,-90.47562,114.42813,0.115084864,0.045,0.09,190.71355,572.1406,985,127.61,1.00E-05,
FALSE,FALSE,118,880816,880494,38.95562,-90.4584,114.42845,0.11508472,0.045,0.09,190.71408,572.1423,2764,127.61,1.00E-05,
FALSE,FALSE,119,880494,880478,38.961582,-90.43588,114.42866,0.11508463,0.045,0.09,190.71443,572.1433,1395,127.61,1.00E-05,
