Ordinate	Time and Date	Stage Elevation (m)	Flow Flow (cms)
48	20Aug2025 0800	8.14	20.26
49	20Aug2025 0810	8.14	20.25
50	20Aug2025 0820	8.13	20.24
51	20Aug2025 0830	8.13	20.23
52	20Aug2025 0840	8.13	20.23
53	20Aug2025 0850	8.13	20.22
54	20Aug2025 0900	8.13	20.21
55	20Aug2025 0910	8.13	20.21
56	20Aug2025 0920	8.13	20.20
57	20Aug2025 0930	8.13	20.20
58	20Aug2025 0940	8.13	20.19
59	20Aug2025 0950	8.13	20.19
60	20Aug2025 1000	8.13	20.18
61	20Aug2025 1010	8.13	20.18
62	20Aug2025 1020	8.13	20.17
63	20Aug2025 1030	8.12	20.17
64	20Aug2025 1040	8.12	20.17
65	20Aug2025 1050	8.12	20.16
66	20Aug2025 1100	8.12	20.16
67	20Aug2025 1110	8.12	20.16
68	20Aug2025 1120	8.12	20.15
69	20Aug2025 1130	8.12	20.15
70	20Aug2025 1140	8.12	20.15
71	20Aug2025 1150	8.12	20.15
72	20Aug2025 1200	8.12	20.14
73	20Aug2025 1210	8.12	20.14
74	20Aug2025 1220	8.12	20.14
75	20Aug2025 1230	8.12	20.14
76	20Aug2025 1240	8.12	20.13
77	20Aug2025 1250	8.12	20.13
78	20Aug2025 1300	8.12	20.13
79	20Aug2025 1310	8.12	20.13
80	20Aug2025 1320	8.12	20.13
81	20Aug2025 1330	8.11	20.12
82	20Aug2025 1340	8.11	20.12
83	20Aug2025 1350	8.11	20.12
84	20Aug2025 1400	8.11	20.12
85	20Aug2025 1410	8.11	20.12
86	20Aug2025 1420	8.11	20.11
87	20Aug2025 1430	8.11	20.11
88	20Aug2025 1440	8.11	20.11
89	20Aug2025 1450	8.11	20.11
90	20Aug2025 1500	8.11	20.11
91	20Aug2025 1510	8.11	20.11
92	20Aug2025 1520	8.11	20.10
93	20Aug2025 1530	8.11	20.10
94	20Aug2025 1540	8.11	20.10
95	20Aug2025 1550	8.11	20.10
96	20Aug2025 1600	8.11	20.10
97	20Aug2025 1610	8.11	20.10
98	20Aug2025 1620	8.11	20.10
99	20Aug2025 1630	8.11	20.09
100	20Aug2025 1640	8.11	20.09
101	20Aug2025 1650	8.11	20.09
102	20Aug2025 1700	8.11	20.09
103	20Aug2025 1710	8.11	20.09
104	20Aug2025 1720	8.11	20.09
105	20Aug2025 1730	8.10	20.09
106	20Aug2025 1740	8.10	20.08
107	20Aug2025 1750	8.10	20.08
108	20Aug2025 1800	8.10	20.08
109	20Aug2025 1810	8.10	20.08
110	20Aug2025 1820	8.10	20.08
111	20Aug2025 1830	8.10	20.08
112	20Aug2025 1840	8.10	20.08
113	20Aug2025 1850	8.10	20.08
114	20Aug2025 1900	8.10	20.08
115	20Aug2025 1910	8.10	20.07
116	20Aug2025 1920	8.10	20.07
117	20Aug2025 1930	8.10	20.07
118	20Aug2025 1940	8.10	20.07
119	20Aug2025 1950	8.10	20.07
120	20Aug2025 2000	8.10	20.07
121	20Aug2025 2010	8.10	20.07
122	20Aug2025 2020	8.10	20.07
123	20Aug2025 2030	8.10	20.07
124	20Aug2025 2040	8.10	20.07
125	20Aug2025 2050	8.10	20.06
126	20Aug2025 2100	8.10	20.06
127	20Aug2025 2110	8.10	20.06
128	20Aug2025 2120	8.10	20.06
129	20Aug2025 2130	8.10	20.06
130	20Aug2025 2140	8.10	20.06
131	20Aug2025 2150	8.10	20.06
132	20Aug2025 2200	8.10	20.06
133	20Aug2025 2210	8.10	20.06
134	20Aug2025 2220	8.10	20.06
135	20Aug2025 2230	8.10	20.06
136	20Aug2025 2240	8.10	20.06
137	20Aug2025 2250	8.10	20.05
138	20Aug2025 2300	8.10	20.05
139	20Aug2025 2310	8.10	20.05
140	20Aug2025 2320	8.10	20.05
141	20Aug2025 2330	8.10	20.05
142	20Aug2025 2340	8.10	20.05
143	20Aug2025 2350	8.09	20.05
144	20Aug2025 2400	8.09	20.05
