x, y
0, 20.011673151750973
3.4434434434434436, 20.011673151750973
4.2042042042042045, 20.035019455252918
4.804804804804805, 20.233463035019454
5.325325325325325, 20.571984435797667
5.7057057057057055, 20.96887159533074
6.146146146146146, 21.30739299610895
6.566566566566567, 21.47081712062257
6.886886886886887, 21.48249027237354
7.267267267267267, 21.377431906614785
7.687687687687688, 21.19066147859922
8.168168168168169, 20.93385214007782
8.74874874874875, 20.653696498054476
9.24924924924925, 20.47859922178988
9.88988988988989, 20.291828793774318
10.71071071071071, 20.163424124513618
11.651651651651651, 20.070038910505836
12.852852852852854, 20.04669260700389
14.134134134134134, 20
15.775775775775776, 19.988326848249027
18.11811811811812, 19.988326848249027
21.76176176176176, 20.011673151750973
24.004004004004003, 20
