x, y
0, 40
2.3423423423423424, 40
3.003003003003003, 40.04669260700389
3.6436436436436437, 40.6420233463035
4.064064064064064, 41.447470817120625
4.404404404404405, 42.17120622568093
4.584584584584585, 42.32295719844358
4.904904904904905, 42.521400778210115
5.525525525525525, 42.34630350194553
6.146146146146146, 42.19455252918288
6.786786786786787, 41.94941634241245
7.707707707707708, 41.37743190661479
8.468468468468469, 40.86381322957198
9.52952952952953, 40.431906614785994
11.01101101101101, 40.14007782101167
12.732732732732732, 40.03501945525292
14.794794794794795, 40.011673151750976
17.87787787787788, 40
21.08108108108108, 40
23.983983983983983, 40.011673151750976
