Profile Output Table - Standard Table 1
HEC-RAS  Plan: Plan 09  Locations: User Defined 
                                                                                           
# Rivers            = 1 
# Hydraulic Reaches = 1 
# River Stations    = 3 
# Plans             = 1 
# Profiles          = 145 

 River            Reach            River Sta          Q Total  Min Ch El  W.S. Elev 
                                                       (m3/s)        (m)        (m) 
                                                                                           
 1                1                5000.00*             20.01       0.50       2.32 
 1                1                5000.00*             20.01       0.50       2.32 
 1                1                5000.00*             20.01       0.50       2.32 
 1                1                5000.00*             20.01       0.50       2.32 
 1                1                5000.00*             20.01       0.50       2.32 
 1                1                5000.00*             20.01       0.50       2.32 
 1                1                5000.00*             20.01       0.50       2.32 
 1                1                5000.00*             20.01       0.50       2.32 
 1                1                5000.00*             20.01       0.50       2.32 
 1                1                5000.00*             20.01       0.50       2.32 
 1                1                5000.00*             20.01       0.50       2.32 
 1                1                5000.00*             20.01       0.50       2.32 
 1                1                5000.00*             20.01       0.50       2.32 
 1                1                5000.00*             20.01       0.50       2.32 
 1                1                5000.00*             20.01       0.50       2.32 
 1                1                5000.00*             20.00       0.50       2.32 
 1                1                5000.00*             20.00       0.50       2.32 
 1                1                5000.00*             20.00       0.50       2.32 
 1                1                5000.00*             20.00       0.50       2.32 
 1                1                5000.00*             20.00       0.50       2.32 
 1                1                5000.00*             20.00       0.50       2.32 
 1                1                5000.00*             20.00       0.50       2.32 
 1                1                5000.00*             20.00       0.50       2.32 
 1                1                5000.00*             20.00       0.50       2.32 
 1                1                5000.00*             20.00       0.50       2.32 
 1                1                5000.00*             20.00       0.50       2.32 
 1                1                5000.00*             20.00       0.50       2.32 
 1                1                5000.00*             20.00       0.50       2.32 
 1                1                5000.00*             20.00       0.50       2.32 
 1                1                5000.00*             20.00       0.50       2.32 
 1                1                5000.00*             20.00       0.50       2.32 
 1                1                5000.00*             20.00       0.50       2.32 
 1                1                5000.00*             20.00       0.50       2.32 
 1                1                5000.00*             20.00       0.50       2.32 
 1                1                5000.00*             20.00       0.50       2.32 
 1                1                5000.00*             20.00       0.50       2.32 
 1                1                5000.00*             20.00       0.50       2.32 
 1                1                5000.00*             20.00       0.50       2.32 
 1                1                5000.00*             20.00       0.50       2.32 
 1                1                5000.00*             20.00       0.50       2.32 
 1                1                5000.00*             20.00       0.50       2.32 
 1                1                5000.00*             20.00       0.50       2.32 
 1                1                5000.00*             20.00       0.50       2.32 
 1                1                5000.00*             20.00       0.50       2.32 
 1                1                5000.00*             20.00       0.50       2.32 
 1                1                5000.00*             20.00       0.50       2.32 
 1                1                5000.00*             20.00       0.50       2.32 
 1                1                5000.00*             20.00       0.50       2.32 
 1                1                5000.00*             20.00       0.50       2.32 
 1                1                5000.00*             20.00       0.50       2.32 
 1                1                5000.00*             20.00       0.50       2.32 
 1                1                5000.00*             20.00       0.50       2.32 
 1                1                5000.00*             20.00       0.50       2.32 
 1                1                5000.00*             20.00       0.50       2.32 
                                                                                           
