15.08.2011,16.91,440000,5.153916489,12459.41268
16.08.2011,16.98,441000,5.175251448,12487.72953
17.08.2011,16.78,440000,5.114294422,12459.41268
18.08.2011,16.52,434000,5.03505029,12289.5116
19.08.2011,16.18,427000,4.931423347,12091.29367
20.08.2011,15.82,420000,4.821700701,11893.07574
21.08.2011,15.4,411000,4.693690948,11638.22412
22.08.2011,14.98,402000,4.565681195,11383.37249
23.08.2011,14.52,392000,4.425480037,11100.20402
24.08.2011,14.28,384000,4.352331606,10873.66925
25.08.2011,14.14,380000,4.309661689,10760.40186
26.08.2011,14.02,378000,4.273087473,10703.76817
27.08.2011,13.85,374000,4.221274002,10590.50078
28.08.2011,13.63,370000,4.154221274,10477.23339
29.08.2011,13.4,365000,4.084120695,10335.64916
30.08.2011,13.03,359000,3.971350198,10165.74807
31.08.2011,12.76,352000,3.889058214,9967.530144
1.09.2011,12.67,348000,3.861627553,9854.262756
2.09.2011,12.7,351000,3.870771106,9939.213297
3.09.2011,12.94,369000,3.943919537,10448.91654
4.09.2011,13.94,378000,4.248704663,10703.76817
5.09.2011,14.22,395000,4.334044499,11185.15457
6.09.2011,13.86,379000,4.224321853,10732.08501
7.09.2011,13.34,367000,4.065833587,10392.28285
8.09.2011,12.75,355000,3.886010363,10052.48069
9.09.2011,12.12,342000,3.693995733,9684.361674
10.09.2011,11.62,330000,3.54160317,9344.55951
11.09.2011,11.18,319000,3.407497714,9033.074193
12.09.2011,10.88,312000,3.316062176,8834.856264
13.09.2011,10.77,307000,3.282535812,8693.272029
14.09.2011,10.78,308000,3.285583664,8721.588876
15.09.2011,10.91,313000,3.32520573,8863.173111
16.09.2011,11.21,320000,3.416641268,9061.39104
17.09.2011,11.49,326000,3.501981103,9231.292122
18.09.2011,11.78,331000,3.59036879,9372.876357
19.09.2011,11.96,333000,3.645230113,9429.510051
20.09.2011,11.82,332000,3.602560195,9401.193204
21.09.2011,11.65,328000,3.550746724,9287.925816
22.09.2011,11.46,322000,3.49283755,9118.024734
23.09.2011,11.1,317000,3.383114904,8976.440499
24.09.2011,10.64,308000,3.242913746,8721.588876
25.09.2011,10.21,298000,3.111856141,8438.420406
26.09.2011,9.86,289000,3.005181347,8183.568783
27.09.2011,9.54,283000,2.907650107,8013.667701
28.09.2011,9.29,277000,2.831453825,7843.766619
29.09.2011,9.2,276000,2.804023164,7815.449772
30.09.2011,9.1,273000,2.773544651,7730.499231
1.10.2011,9.08,274000,2.767448948,7758.816078
2.10.2011,9.27,278000,2.825358123,7872.083466
3.10.2011,9.46,282000,2.883267297,7985.350854
4.10.2011,9.62,286000,2.932032917,8098.618242
5.10.2011,9.92,292000,3.023468455,8268.519324
6.10.2011,10.21,296000,3.111856141,8381.786712
7.10.2011,10.43,301000,3.178908869,8523.370947
8.10.2011,10.62,305000,3.236818043,8636.638335
9.10.2011,10.75,307000,3.27644011,8693.272029
10.10.2011,10.37,303000,3.160621762,8580.004641
11.10.2011,9.85,292000,3.002133496,8268.519324
12.10.2011,9.5,283000,2.895458702,8013.667701
13.10.2011,9.21,277000,2.807071015,7843.766619
14.10.2011,9.07,273000,2.764401097,7730.499231
15.10.2011,8.75,268000,2.666869857,7588.914996
16.10.2011,8.44,261000,2.572386468,7390.697067
17.10.2011,8.17,255000,2.490094483,7220.795985
18.10.2011,7.97,251000,2.429137458,7107.528597
19.10.2011,7.53,243000,2.295032002,6880.993821
20.10.2011,7.07,232000,2.154830844,6569.508504
21.10.2011,6.57,218000,2.002438281,6173.072646
22.10.2011,6.47,209000,1.971959768,5918.221023
23.10.2011,6.44,210000,1.962816215,5946.53787
24.10.2011,6.5,210000,1.981103322,5946.53787
25.10.2011,6.54,214000,1.993294727,6059.805258
26.10.2011,6.75,218000,2.057299604,6173.072646
27.10.2011,6.88,224000,2.09692167,6342.973728
28.10.2011,7.1,230000,2.163974398,6512.87481
29.10.2011,7.2,236000,2.194452911,6682.775892
30.10.2011,7.63,245000,2.325510515,6937.627515
31.10.2011,7.95,250000,2.423041756,7079.21175
1.11.2011,8.13,254000,2.477903078,7192.479138
2.11.2011,8.47,260000,2.581530021,7362.38022
3.11.2011,8.63,263000,2.630295642,7447.330761
4.11.2011,8.66,261000,2.639439195,7390.697067
5.11.2011,8.66,261000,2.639439195,7390.697067
6.11.2011,8.7,263000,2.6516306,7447.330761
7.11.2011,8.87,266000,2.703444072,7532.281302
8.11.2011,8.98,269000,2.736970436,7617.231843
9.11.2011,9.15,274000,2.788783907,7758.816078
10.11.2011,9.17,274000,2.79487961,7758.816078
11.11.2011,9.17,274000,2.79487961,7758.816078
12.11.2011,9.19,275000,2.800975312,7787.132925
13.11.2011,9.4,281000,2.864980189,7957.034007
14.11.2011,9.39,281000,2.861932338,7957.034007
15.11.2011,9.21,276000,2.807071015,7815.449772
16.11.2011,8.98,273000,2.736970436,7730.499231
17.11.2011,8.52,265000,2.596769278,7503.964455
18.11.2011,8.44,257000,2.572386468,7277.429679
19.11.2011,8.4,256000,2.560195062,7249.112832
20.11.2011,8.55,260000,2.605912831,7362.38022
21.11.2011,8.8,266000,2.682109113,7532.281302
22.11.2011,9.13,278000,2.782688205,7872.083466
23.11.2011,9.84,292000,2.999085645,8268.519324
24.11.2011,10.34,309000,3.151478208,8749.905723
25.11.2011,11.5,341000,3.505028955,9656.044827
26.11.2011,13.23,388000,4.032307223,10986.93664
27.11.2011,15.64,433000,4.766839378,12261.19475
28.11.2011,17.35,463000,5.288021945,13110.70016
