Date,seconds,discharge-cms
2008-06-01 00:00:00,0.0,7.900400312999999
2008-06-01 01:00:00,,7.82955409906262
2008-06-01 02:00:00,,7.758707885125243
2008-06-01 03:00:00,,7.687861671187864
2008-06-01 04:00:00,,7.617015457250487
2008-06-01 05:00:00,,7.546169243313108
2008-06-01 06:00:00,,7.47532302937573
2008-06-01 07:00:00,,7.404476815438352
2008-06-01 08:00:00,,7.333630601500974
2008-06-01 09:00:00,,7.262784387563596
2008-06-01 10:00:00,,7.191938173626218
2008-06-01 11:00:00,,7.121091959688839
2008-06-01 12:00:00,,7.050245745751462
2008-06-01 13:00:00,,6.979399531814083
2008-06-01 14:00:00,,6.908553317876706
2008-06-01 15:00:00,,6.837707103939327
2008-06-01 16:00:00,,6.766860890001949
2008-06-01 17:00:00,,6.696014676064571
2008-06-01 18:00:00,,6.625168462127193
2008-06-01 19:00:00,,6.554322248189815
2008-06-01 20:00:00,,6.483476034252437
2008-06-01 21:00:00,,6.4126298203150585
2008-06-01 22:00:00,,6.341783606377681
2008-06-01 23:00:00,,6.2709373924403025
2008-06-02 00:00:00,,6.200091178502925
2008-06-02 01:00:00,,6.1292449645655465
2008-06-02 02:00:00,,6.058398750628168
2008-06-02 03:00:00,,5.9875525366907905
2008-06-02 04:00:00,101452.6329,5.916706322753412
2008-06-02 05:00:00,,5.82789094159908
2008-06-02 06:00:00,,5.739075560444747
2008-06-02 07:00:00,,5.650260179290415
2008-06-02 08:00:00,,5.561444798136082
2008-06-02 09:00:00,,5.47262941698175
2008-06-02 10:00:00,,5.383814035827418
2008-06-02 11:00:00,,5.294998654673085
2008-06-02 12:00:00,,5.206183273518753
2008-06-02 13:00:00,,5.11736789236442
2008-06-02 14:00:00,,5.028552511210088
2008-06-02 15:00:00,,4.9397371300557555
2008-06-02 16:00:00,,4.850921748901422
2008-06-02 17:00:00,,4.76210636774709
2008-06-02 18:00:00,,4.673290986592757
2008-06-02 19:00:00,,4.584475605438425
2008-06-02 20:00:00,,4.495660224284093
2008-06-02 21:00:00,,4.40684484312976
2008-06-02 22:00:00,,4.318029461975428
2008-06-02 23:00:00,,4.229214080821095
2008-06-03 00:00:00,174725.7764,4.140398699666763
2008-06-03 01:00:00,,4.213398001179254
2008-06-03 02:00:00,181621.1692,4.286397302691745
2008-06-03 03:00:00,,4.195848273026334
2008-06-03 04:00:00,188993.6787,4.105299243360923
2008-06-03 05:00:00,,5.338750615734708
2008-06-03 06:00:00,195724.4616,6.5722019881084925
2008-06-03 07:00:00,200350.8495,30.213448822677403
2008-06-03 08:00:00,,32.92873198123753
2008-06-03 09:00:00,208478.5389,35.64401513979766
2008-06-03 10:00:00,,37.46137216664216
2008-06-03 11:00:00,215711.909,39.27872919348666
2008-06-03 12:00:00,,41.88053760199851
2008-06-03 13:00:00,222577.039,44.48234601051036
2008-06-03 14:00:00,,47.65973082667738
2008-06-03 15:00:00,229188.9896,50.8371156428444
2008-06-03 16:00:00,,54.34944286666737
2008-06-03 17:00:00,235591.6654,57.861770090490324
2008-06-03 18:00:00,,61.552905103863935
2008-06-03 19:00:00,241812.0856,65.24404011723755
2008-06-03 20:00:00,247872.025,72.81317837676777
2008-06-03 21:00:00,,76.62791788393963
2008-06-03 22:00:00,253786.4309,80.44265739111151
2008-06-03 23:00:00,,84.27668611663397
2008-06-04 00:00:00,259594.7153,88.11071484215643
2008-06-04 01:00:00,,92.53671491678713
2008-06-04 02:00:00,267354.677,96.96271499141784
2008-06-04 03:00:00,,98.76221947502313
2008-06-04 04:00:00,,100.56172395862842
2008-06-04 05:00:00,278871.4485,102.36122844223371
2008-06-04 06:00:00,,100.84449043517945
2008-06-04 07:00:00,,99.3277524281252
2008-06-04 08:00:00,,97.81101442107095
2008-06-04 09:00:00,,96.2942764140167
2008-06-04 10:00:00,,94.77753840696244
2008-06-04 11:00:00,,93.26080039990818
2008-06-04 12:00:00,,91.74406239285392
2008-06-04 13:00:00,,90.22732438579968
2008-06-04 14:00:00,,88.71058637874542
2008-06-04 15:00:00,315238.2874,87.19384837169116
2008-06-04 16:00:00,,84.35543166252272
2008-06-04 17:00:00,,81.51701495335428
2008-06-04 18:00:00,,78.67859824418582
2008-06-04 19:00:00,,75.84018153501738
2008-06-04 20:00:00,,73.00176482584894
2008-06-04 21:00:00,,70.1633481166805
2008-06-04 22:00:00,,67.32493140751204
2008-06-04 23:00:00,,64.4865146983436
2008-06-05 00:00:00,,61.648097989175156
2008-06-05 01:00:00,,58.809681280006714
2008-06-05 02:00:00,,55.971264570838265
2008-06-05 03:00:00,,53.13284786166982
2008-06-05 04:00:00,,50.294431152501375
2008-06-05 05:00:00,366742.3424,47.45601444333293
2008-06-05 06:00:00,,46.42684081577399
2008-06-05 07:00:00,,45.39766718821506
2008-06-05 08:00:00,,44.36849356065612
2008-06-05 09:00:00,,43.33931993309718
2008-06-05 10:00:00,,42.31014630553824
2008-06-05 11:00:00,,41.28097267797931
2008-06-05 12:00:00,,40.25179905042037
2008-06-05 13:00:00,,39.22262542286143
2008-06-05 14:00:00,,38.19345179530249
2008-06-05 15:00:00,,37.164278167743554
2008-06-05 16:00:00,,36.135104540184614
2008-06-05 17:00:00,,35.105930912625674
2008-06-05 18:00:00,,34.07675728506673
2008-06-05 19:00:00,,33.0475836575078
2008-06-05 20:00:00,,32.01841002994886
2008-06-05 21:00:00,,30.98923640238992
2008-06-05 22:00:00,428279.7917,29.960062774830984
2008-06-05 23:00:00,,29.38621434867138
2008-06-06 00:00:00,,28.81236592251178
2008-06-06 01:00:00,,28.238517496352177
2008-06-06 02:00:00,,27.664669070192573
2008-06-06 03:00:00,,27.090820644032974
2008-06-06 04:00:00,,26.51697221787337
2008-06-06 05:00:00,,25.943123791713766
2008-06-06 06:00:00,,25.369275365554167
2008-06-06 07:00:00,,24.795426939394563
2008-06-06 08:00:00,,24.22157851323496
2008-06-06 09:00:00,,23.64773008707536
2008-06-06 10:00:00,468144.5135,23.073881660915756
2008-06-06 11:00:00,,22.89163592493477
2008-06-06 12:00:00,,22.709390188953783
2008-06-06 13:00:00,,22.5271444529728
2008-06-06 14:00:00,,22.344898716991814
2008-06-06 15:00:00,,22.16265298101083
2008-06-06 16:00:00,,21.98040724502984
2008-06-06 17:00:00,,21.798161509048857
2008-06-06 18:00:00,499070.7747,21.615915773067872
2008-06-06 19:00:00,,21.490331995616977
2008-06-06 20:00:00,,21.364748218166078
2008-06-06 21:00:00,,21.239164440715182
2008-06-06 22:00:00,,21.113580663264287
2008-06-06 23:00:00,,20.987996885813388
2008-06-07 00:00:00,,20.862413108362492
2008-06-07 01:00:00,,20.736829330911593
2008-06-07 02:00:00,,20.611245553460698
2008-06-07 03:00:00,,20.485661776009803
2008-06-07 04:00:00,,20.360077998558904
2008-06-07 05:00:00,,20.234494221108008
2008-06-07 06:00:00,,20.108910443657113
2008-06-07 07:00:00,,19.983326666206214
2008-06-07 08:00:00,549297.7913,19.85774288875532
2008-06-07 09:00:00,,19.45990588582831
2008-06-07 10:00:00,,19.062068882901297
2008-06-07 11:00:00,,18.664231879974288
2008-06-07 12:00:00,,18.26639487704728
2008-06-07 13:00:00,,17.86855787412027
2008-06-07 14:00:00,,17.470720871193258
2008-06-07 15:00:00,,17.07288386826625
2008-06-07 16:00:00,,16.67504686533924
2008-06-07 17:00:00,,16.27720986241223
2008-06-07 18:00:00,,15.87937285948522
2008-06-07 19:00:00,,15.48153585655821
2008-06-07 20:00:00,,15.083698853631201
2008-06-07 21:00:00,,14.68586185070419
2008-06-07 22:00:00,,14.288024847777182
2008-06-07 23:00:00,,13.890187844850171
2008-06-08 00:00:00,,13.49235084192316
2008-06-08 01:00:00,611820.0407,13.094513838996152
2008-06-08 02:00:00,,12.876567469587876
2008-06-08 03:00:00,,12.6586211001796
2008-06-08 04:00:00,,12.440674730771326
2008-06-08 05:00:00,625418.023,12.22272836136305
2008-06-08 06:00:00,,12.645637903580791
2008-06-08 07:00:00,,13.068547445798535
2008-06-08 08:00:00,636935.3218,13.491456988016276
2008-06-08 09:00:00,,14.229110298464779
2008-06-08 10:00:00,,14.96676360891328
2008-06-08 11:00:00,,15.704416919361782
2008-06-08 12:00:00,648005.2909,16.442070229810284
2008-06-08 13:00:00,,18.443174991459518
2008-06-08 14:00:00,658732.1557,20.444279753108752
2008-06-08 15:00:00,,21.94454511117575
2008-06-08 16:00:00,,23.444810469242746
2008-06-08 17:00:00,669220.5515,24.945075827309743
2008-06-08 18:00:00,,26.515046720496905
2008-06-08 19:00:00,,28.085017613684062
2008-06-08 20:00:00,679486.1245,29.654988506871224
2008-06-08 21:00:00,,31.24797416912019
2008-06-08 22:00:00,,32.84095983136916
2008-06-08 23:00:00,689529.4326,34.433945493618126
2008-06-09 00:00:00,,36.13715162797088
2008-06-09 01:00:00,,37.840357762323634
2008-06-09 02:00:00,700259.4203,39.54356389667639
2008-06-09 03:00:00,,41.082881349874
2008-06-09 04:00:00,,42.62219880307161
2008-06-09 05:00:00,711521.1803,44.16151625626922
2008-06-09 06:00:00,,45.48888755967203
2008-06-09 07:00:00,,46.81625886307483
2008-06-09 08:00:00,722832.0048,48.143630166477635
2008-06-09 09:00:00,,49.334266711802556
2008-06-09 10:00:00,,50.52490325712748
2008-06-09 11:00:00,734139.6004,51.7155398024524
2008-06-09 12:00:00,,52.540582536529485
2008-06-09 13:00:00,,53.365625270606564
2008-06-09 14:00:00,,54.19066800468365
2008-06-09 15:00:00,745411.6882,55.01571073876073
2008-06-09 16:00:00,,56.054781170080126
