Profile Output Table - Standard Table 1
HEC-RAS  Plan: Plan 05  Locations: User Defined 
                                                                                           
# Rivers            = 1 
# Hydraulic Reaches = 1 
# River Stations    = 2 
# Plans             = 1 
# Profiles          = 145 

 River            Reach            River Sta          Q Total  Min Ch El  W.S. Elev 
                                                       (m3/s)        (m)        (m) 
                                                                                           
 1                2                21000.0*         20.018340   2.100072   4.824375 
 1                2                21000.0*         20.017560   2.100072   4.824375 
 1                2                21000.0*         20.016810   2.100072   4.824375 
 1                2                21000.0*         20.016090   2.100072   4.824069 
 1                2                21000.0*         20.015400   2.100072   4.824069 
 1                2                21000.0*         20.014740   2.100072   4.824069 
 1                2                21000.0*         20.014110   2.100072   4.823765 
 1                2                21000.0*         20.013510   2.100072   4.823765 
 1                2                21000.0*         20.012930   2.100072   4.823765 
 1                2                21000.0*         20.012370   2.100072   4.823765 
 1                2                21000.0*         20.011840   2.100072   4.823460 
 1                2                21000.0*         20.011330   2.100072   4.823460 
 1                2                21000.0*         20.010850   2.100072   4.823460 
 1                2                21000.0*         20.010380   2.100072   4.823460 
 1                2                21000.0*         20.009940   2.100072   4.823155 
 1                2                21000.0*         20.009510   2.100072   4.823155 
 1                2                21000.0*         20.009110   2.100072   4.823155 
 1                2                21000.0*         20.008710   2.100072   4.823155 
 1                2                21000.0*         20.008340   2.100072   4.823155 
 1                2                21000.0*         20.007980   2.100072   4.823155 
 1                2                21000.0*         20.007640   2.100072   4.822850 
 1                2                21000.0*         20.007310   2.100072   4.822850 
 1                2                21000.0*         20.007000   2.100072   4.822850 
 1                2                21000.0*         20.006700   2.100072   4.822850 
 1                2                21000.0*         20.006410   2.100072   4.822850 
 1                2                21000.0*         20.006140   2.100072   4.822850 
 1                2                21000.0*         20.005870   2.100072   4.822850 
 1                2                21000.0*         20.005630   2.100072   4.822850 
 1                2                21000.0*         20.005390   2.100072   4.822546 
 1                2                21000.0*         20.005160   2.100072   4.822546 
 1                2                21000.0*         20.004940   2.100072   4.822546 
 1                2                21000.0*         20.004720   2.100072   4.822546 
 1                2                21000.0*         20.004520   2.100072   4.822546 
 1                2                21000.0*         20.004320   2.100072   4.822546 
 1                2                21000.0*         20.004140   2.100072   4.822546 
 1                2                21000.0*         20.003960   2.100072   4.822546 
 1                2                21000.0*         20.003790   2.100072   4.822546 
 1                2                21000.0*         20.003630   2.100072   4.822546 
 1                2                21000.0*         20.003480   2.100072   4.822546 
 1                2                21000.0*         20.003320   2.100072   4.822241 
 1                2                21000.0*         20.003190   2.100072   4.822241 
 1                2                21000.0*         20.003040   2.100072   4.822241 
                                                                                    
 1                3                5000.00*         40.001850   0.499872   3.297022 
 1                3                5000.00*         40.001770   0.499872   3.297022 
 1                3                5000.00*         40.001680   0.499872   3.297022 
 1                3                5000.00*         40.001630   0.499872   3.297022 
 1                3                5000.00*         40.001540   0.499872   3.297022 
 1                3                5000.00*         40.001480   0.499872   3.297022 
 1                3                5000.00*         40.001400   0.499872   3.297022 
 1                3                5000.00*         40.001340   0.499872   3.297022 
 1                3                5000.00*         40.001280   0.499872   3.297022 
 1                3                5000.00*         40.001230   0.499872   3.297022 
 1                3                5000.00*         40.001170   0.499872   3.297022 
 1                3                5000.00*         40.001140   0.499872   3.297022 
 1                3                5000.00*         40.001080   0.499872   3.297022 
 1                3                5000.00*         40.001030   0.499872   3.297022 
 1                3                5000.00*         40.001000   0.499872   3.297022 
 1                3                5000.00*         40.000940   0.499872   3.297022 
 1                3                5000.00*         40.001060   0.499872   3.297022 
 1                3                5000.00*         40.008140   0.499872   3.297326 
 1                3                5000.00*         40.060630   0.499872   3.297936 
 1                3                5000.00*         40.189730   0.499872   3.300070 
 1                3                5000.00*         40.399020   0.499872   3.304032 
 1                3                5000.00*         40.678220   0.499872   3.309823 
 1                3                5000.00*         41.012140   0.499872   3.317443 
 1                3                5000.00*         41.382890   0.499872   3.326587 
 1                3                5000.00*         41.712440   0.499872   3.336646 
 1                3                5000.00*         41.940360   0.499872   3.345790 
 1                3                5000.00*         42.059270   0.499872   3.354019 
 1                3                5000.00*         42.091240   0.499872   3.360420 
