Profile Output Table - Standard Table 1
HEC-RAS  Plan: Plan 05
                                                                   
# Rivers            = 1 
# Hydraulic Reaches = 3 
# River Stations    = 5 
# Plans             = 1 
# Profiles          = 145 

 Reach            River Sta        Profile            Q Total 
                                                       (m3/s) 
                                                                   
 3                20000            06NOV2025 0850       40.30 
 3                20000            06NOV2025 0900       40.29 
 3                20000            06NOV2025 0910       40.28 
 3                20000            06NOV2025 0920       40.27 
 3                20000            06NOV2025 0930       40.26 
 3                20000            06NOV2025 0940       40.26 
 3                20000            06NOV2025 0950       40.25 
 3                20000            06NOV2025 1000       40.24 
 3                20000            06NOV2025 1010       40.24 
 3                20000            06NOV2025 1020       40.23 
 3                20000            06NOV2025 1030       40.23 
 3                20000            06NOV2025 1040       40.22 
 3                20000            06NOV2025 1050       40.22 
 3                20000            06NOV2025 1100       40.21 
 3                20000            06NOV2025 1110       40.21 
 3                20000            06NOV2025 1120       40.20 
 3                20000            06NOV2025 1130       40.20 
 3                20000            06NOV2025 1140       40.20 
 3                20000            06NOV2025 1150       40.19 
 3                20000            06NOV2025 1200       40.19 
 3                20000            06NOV2025 1210       40.19 
 3                20000            06NOV2025 1220       40.18 
 3                20000            06NOV2025 1230       40.18 
 3                20000            06NOV2025 1240       40.18 
 3                20000            06NOV2025 1250       40.17 
 3                20000            06NOV2025 1300       40.17 
 3                20000            06NOV2025 1310       40.17 
 3                20000            06NOV2025 1320       40.17 
 3                20000            06NOV2025 1330       40.16 
 3                20000            06NOV2025 1340       40.16 
 3                20000            06NOV2025 1350       40.16 
 3                20000            06NOV2025 1400       40.16 
 3                20000            06NOV2025 1410       40.15 
 3                20000            06NOV2025 1420       40.15 
 3                20000            06NOV2025 1430       40.15 
 3                20000            06NOV2025 1440       40.15 
 3                20000            06NOV2025 1450       40.15 
 3                20000            06NOV2025 1500       40.14 
 3                20000            06NOV2025 1510       40.14 
 3                20000            06NOV2025 1520       40.14 
 3                20000            06NOV2025 1530       40.14 
 3                20000            06NOV2025 1540       40.13 
 3                20000            06NOV2025 1550       40.13 
 3                20000            06NOV2025 1600       40.13 
 3                20000            06NOV2025 1610       40.13 
 3                20000            06NOV2025 1620       40.13 
 3                20000            06NOV2025 1630       40.13 
 3                20000            06NOV2025 1640       40.12 
 3                20000            06NOV2025 1650       40.12 
 3                20000            06NOV2025 1700       40.12 
 3                20000            06NOV2025 1710       40.12 
 3                20000            06NOV2025 1720       40.12 
 3                20000            06NOV2025 1730       40.12 
 3                20000            06NOV2025 1740       40.11 
 3                20000            06NOV2025 1750       40.11 
 3                20000            06NOV2025 1800       40.11 
 3                20000            06NOV2025 1810       40.11 
 3                20000            06NOV2025 1820       40.11 
 3                20000            06NOV2025 1830       40.11 
 3                20000            06NOV2025 1840       40.10 
 3                20000            06NOV2025 1850       40.10 
 3                20000            06NOV2025 1900       40.10 
 3                20000            06NOV2025 1910       40.10 
 3                20000            06NOV2025 1920       40.10 
 3                20000            06NOV2025 1930       40.10 
 3                20000            06NOV2025 1940       40.10 
 3                20000            06NOV2025 1950       40.09 
 3                20000            06NOV2025 2000       40.09 
 3                20000            06NOV2025 2010       40.09 
 3                20000            06NOV2025 2020       40.09 
 3                20000            06NOV2025 2030       40.09 
 3                20000            06NOV2025 2040       40.09 
 3                20000            06NOV2025 2050       40.09 
 3                20000            06NOV2025 2100       40.09 
 3                20000            06NOV2025 2110       40.08 
 3                20000            06NOV2025 2120       40.08 
 3                20000            06NOV2025 2130       40.08 
 3                20000            06NOV2025 2140       40.08 
 3                20000            06NOV2025 2150       40.08 
 3                20000            06NOV2025 2200       40.08 
 3                20000            06NOV2025 2210       40.08 
 3                20000            06NOV2025 2220       40.08 
 3                20000            06NOV2025 2230       40.08 
 3                20000            06NOV2025 2240       40.07 
 3                20000            06NOV2025 2250       40.07 
 3                20000            06NOV2025 2300       40.07 
 3                20000            06NOV2025 2310       40.07 
 3                20000            06NOV2025 2320       40.07 
 3                20000            06NOV2025 2330       40.07 
 3                20000            06NOV2025 2340       40.07 
 3                20000            06NOV2025 2350       40.07 
 3                20000            07NOV2025 0000       40.07 
                                                              
 3                0                06NOV2025 0000       40.01 
 3                0                06NOV2025 0010       40.01 
 3                0                06NOV2025 0020       40.01 
 3                0                06NOV2025 0030       40.01 
 3                0                06NOV2025 0040       40.01 
 3                0                06NOV2025 0050       40.01 
 3                0                06NOV2025 0100       40.01 
 3                0                06NOV2025 0110       40.01 
 3                0                06NOV2025 0120       40.01 
 3                0                06NOV2025 0130       40.01 
 3                0                06NOV2025 0140       40.01 
 3                0                06NOV2025 0150       40.01 
 3                0                06NOV2025 0200       40.01 
 3                0                06NOV2025 0210       40.01 
 3                0                06NOV2025 0220       40.01 
 3                0                06NOV2025 0230       40.01 
 3                0                06NOV2025 0240       40.01 
 3                0                06NOV2025 0250       40.01 
 3                0                06NOV2025 0300       40.01 
 3                0                06NOV2025 0310       40.01 
 3                0                06NOV2025 0320       40.02 
 3                0                06NOV2025 0330       40.03 
 3                0                06NOV2025 0340       40.05 
 3                0                06NOV2025 0350       40.08 
 3                0                06NOV2025 0400       40.11 
 3                0                06NOV2025 0410       40.15 
 3                0                06NOV2025 0420       40.20 
 3                0                06NOV2025 0430       40.25 
 3                0                06NOV2025 0440       40.30 
 3                0                06NOV2025 0450       40.35 
 3                0                06NOV2025 0500       40.39 
 3                0                06NOV2025 0510       40.43 
 3                0                06NOV2025 0520       40.46 
 3                0                06NOV2025 0530       40.49 
 3                0                06NOV2025 0540       40.52 
 3                0                06NOV2025 0550       40.54 
 3                0                06NOV2025 0600       40.56 
 3                0                06NOV2025 0610       40.57 
 3                0                06NOV2025 0620       40.59 
 3                0                06NOV2025 0630       40.60 
 3                0                06NOV2025 0640       40.61 
 3                0                06NOV2025 0650       40.61 
 3                0                06NOV2025 0700       40.62 
 3                0                06NOV2025 0710       40.62 
 3                0                06NOV2025 0720       40.62 
 3                0                06NOV2025 0730       40.63 
 3                0                06NOV2025 0740       40.63 
 3                0                06NOV2025 0750       40.62 
 3                0                06NOV2025 0800       40.62 
 3                0                06NOV2025 0810       40.62 
 3                0                06NOV2025 0820       40.62 
 3                0                06NOV2025 0830       40.61 
 3                0                06NOV2025 0840       40.61 
 3                0                06NOV2025 0850       40.61 
 3                0                06NOV2025 0900       40.60 
 3                0                06NOV2025 0910       40.60 
 3                0                06NOV2025 0920       40.59 
 3                0                06NOV2025 0930       40.58 
 3                0                06NOV2025 0940       40.58 
 3                0                06NOV2025 0950       40.57 
 3                0                06NOV2025 1000       40.57 
 3                0                06NOV2025 1010       40.56 
 3                0                06NOV2025 1020       40.55 
 3                0                06NOV2025 1030       40.55 
 3                0                06NOV2025 1040       40.54 
 3                0                06NOV2025 1050       40.53 
 3                0                06NOV2025 1100       40.53 
 3                0                06NOV2025 1110       40.52 
 3                0                06NOV2025 1120       40.52 
 3                0                06NOV2025 1130       40.51 
 3                0                06NOV2025 1140       40.50 
 3                0                06NOV2025 1150       40.50 
 3                0                06NOV2025 1200       40.49 
 3                0                06NOV2025 1210       40.48 
 3                0                06NOV2025 1220       40.48 
 3                0                06NOV2025 1230       40.47 
 3                0                06NOV2025 1240       40.46 
 3                0                06NOV2025 1250       40.46 
 3                0                06NOV2025 1300       40.45 
 3                0                06NOV2025 1310       40.45 
 3                0                06NOV2025 1320       40.44 
 3                0                06NOV2025 1330       40.43 
 3                0                06NOV2025 1340       40.43 
 3                0                06NOV2025 1350       40.42 
 3                0                06NOV2025 1400       40.42 
 3                0                06NOV2025 1410       40.41 
 3                0                06NOV2025 1420       40.40 
 3                0                06NOV2025 1430       40.40 
 3                0                06NOV2025 1440       40.39 
 3                0                06NOV2025 1450       40.39 
 3                0                06NOV2025 1500       40.38 
 3                0                06NOV2025 1510       40.38 
 3                0                06NOV2025 1520       40.37 
 3                0                06NOV2025 1530       40.37 
 3                0                06NOV2025 1540       40.36 
 3                0                06NOV2025 1550       40.36 
 3                0                06NOV2025 1600       40.35 
 3                0                06NOV2025 1610       40.35 
 3                0                06NOV2025 1620       40.34 
 3                0                06NOV2025 1630       40.34 
 3                0                06NOV2025 1640       40.33 
 3                0                06NOV2025 1650       40.33 
 3                0                06NOV2025 1700       40.32 
 3                0                06NOV2025 1710       40.32 
 3                0                06NOV2025 1720       40.31 
 3                0                06NOV2025 1730       40.31 
 3                0                06NOV2025 1740       40.31 
 3                0                06NOV2025 1750       40.30 
 3                0                06NOV2025 1800       40.30 
 3                0                06NOV2025 1810       40.29 
 3                0                06NOV2025 1820       40.29 
 3                0                06NOV2025 1830       40.29 
 3                0                06NOV2025 1840       40.28 
 3                0                06NOV2025 1850       40.28 
 3                0                06NOV2025 1900       40.27 
 3                0                06NOV2025 1910       40.27 
 3                0                06NOV2025 1920       40.27 
 3                0                06NOV2025 1930       40.26 
 3                0                06NOV2025 1940       40.26 
 3                0                06NOV2025 1950       40.25 
 3                0                06NOV2025 2000       40.25 
 3                0                06NOV2025 2010       40.25 
 3                0                06NOV2025 2020       40.24 
 3                0                06NOV2025 2030       40.24 
 3                0                06NOV2025 2040       40.24 
 3                0                06NOV2025 2050       40.23 
 3                0                06NOV2025 2100       40.23 
 3                0                06NOV2025 2110       40.23 
 3                0                06NOV2025 2120       40.22 
 3                0                06NOV2025 2130       40.22 
 3                0                06NOV2025 2140       40.22 
 3                0                06NOV2025 2150       40.22 
 3                0                06NOV2025 2200       40.21 
 3                0                06NOV2025 2210       40.21 
 3                0                06NOV2025 2220       40.21 
 3                0                06NOV2025 2230       40.20 
 3                0                06NOV2025 2240       40.20 
 3                0                06NOV2025 2250       40.20 
 3                0                06NOV2025 2300       40.19 
 3                0                06NOV2025 2310       40.19 
 3                0                06NOV2025 2320       40.19 
 3                0                06NOV2025 2330       40.19 
 3                0                06NOV2025 2340       40.18 
 3                0                06NOV2025 2350       40.18 
 3                0                07NOV2025 0000       40.18 
                                                                   
